"Input","Output","Domain"
"""도서관 입구에 08:55 현재 55명이 집계되고 있으며, 기준값은 50명으로 설정되어 있습니다.""","도서관 입구에서 08:55 현재 기준 50명보다 5명 많은 55명이 대기 중입니다. 인원 밀집도가 상승하고 있어 상황 변화 추이 관찰이 필요합니다. 인원 밀집도 상승이 우려됩니다.","군중 밀집 및 체류 감지"
"""17:41 전시관3층 51명 파악, 기준 36명""","17:41 전시관3층에서 기준 36명을 15명 초과한 51명이 있습니다. 안전 관리가 필요한 상황이며 안내 인력 배치가 필요합니다. 혼잡도 증가가 예상됩니다.","군중 밀집 및 체류 감지"
"""22:00 시민회관 출입구 23명 파악, 기준 20명""","22:00 시민회관 출입구에서 기준 20명보다 3명 많은 23명이 체류하고 있습니다. 상황 변화 추이 관찰이 필요합니다.","군중 밀집 및 체류 감지"
"""테마파크에 오전 11시 21분 현재 50명이 있으며, 운영 기준은 63명입니다.""","테마파크에서 오전 11시 21분 현재 기준 63명 범위 내에서 50명이 분포해 있습니다. 균형 잡힌 인원 분포로 원활한 운영이 가능합니다 현재 운영 상태가 유지될 것으로 보입니다.","군중 밀집 및 체류 감지"
"""상점가에 10:56 현재 84명이 집계되고 있으며, 기준값은 109명으로 설정되어 있습니다.""","상점가에서 10:56 현재 기준 109명 범위 내에서 84명이 분포해 있습니다. 여유있는 상황이 지속되고 있어 현재 운영 상태는 양호합니다 현재 운영 상태가 유지될 것으로 보입니다.","군중 밀집 및 체류 감지"
"""지하철역 계단에서 19:22 현재 8명의 사람들이 모여있으며, 적정 기준치는 7명입니다.""","지하철역 계단에서 19:22 현재 기준 7명보다 1명 많은 8명이 모여있습니다. 상황 모니터링을 지속하겠습니다.","군중 밀집 및 체류 감지"
"""07:09 콘서트홀매표소 55명 파악, 기준 80명""","07:09 콘서트홀매표소에서 기준 80명보다 25명 적은 55명이 대기 중입니다. 적절한 인원 수준으로 원활한 운영이 가능합니다 균형 잡힌 인원 분포가 지속될 것으로 예상됩니다.","군중 밀집 및 체류 감지"
"""23:09 월드컵경기장 로비 4명 파악, 기준 8명""","23:09 월드컵경기장 로비에서 기준 8명보다 4명 적은 4명이 집계되었습니다. 여유있는 상황이 지속되고 있어 현재 운영 상태는 양호합니다 현재 운영 상태가 유지될 것으로 보입니다.","군중 밀집 및 체류 감지"
"""09:59 매장 3층 감지 인원 52명, 기준 미설정""","09:59 매장 3층에서 기준 미설정 상태에서 52명이 위치해 있습니다. 현장 상황을 계속 감시하겠습니다.","군중 밀집 및 체류 감지"
"""병원 외래진료센터에 23:11 현재 53명이 있으며, 운영 기준은 45명입니다.""","병원 외래진료센터에서 23:11 현재 기준 45명보다 8명 많은 53명이 밀집되어 있습니다. 실시간 상황 확인을 유지하겠습니다.","군중 밀집 및 체류 감지"
"""07:29 대형마트 광장 감지 인원 5명, 기준 인원 14명""","07:29 대형마트 광장에서 기준 14명보다 9명 적은 5명이 분포해 있습니다. 적절한 인원 수준으로 원활한 운영이 가능합니다 균형 잡힌 인원 분포가 지속될 것으로 예상됩니다.","군중 밀집 및 체류 감지"
"""9:49 축구경기장 게이트에서 42명 밀집, 기준 수용인원 53명""","9:49 축구경기장 게이트에서 기준 53명 범위 내에서 42명이 머물고 있습니다. 균형 잡힌 인원 분포로 원활한 운영이 가능합니다. 원활한 운영이 지속될 것으로 보입니다.","군중 밀집 및 체류 감지"
"""학교의 광장에 08:40 현재 52명이 있으며, 운영 기준은 45명입니다.""","학교의 광장에서 08:40 현재 기준 45명보다 7명 많은 52명이 밀집되어 있습니다. 혼잡도가 높아지고 있어 지속적인 현황 관찰이 필요합니다. 추가 인원 유입 가능성이 높습니다.","군중 밀집 및 체류 감지"
"""리조트의 광장에 19:23 현재 5명이 있으며, 운영 기준은 12명입니다.""","리조트의 광장에서 19:23 현재 기준 12명보다 7명 적은 5명이 모여있습니다. 현재 인원 분포는 적정 수준으로 양호합니다 원활한 운영이 지속될 것으로 보입니다.","군중 밀집 및 체류 감지"
"""실내체육관 관람석에 12:21 현재 47명이 있으며, 운영 기준은 41명입니다.""","실내체육관 관람석에서 12:21 현재 기준 41명보다 6명 많은 47명이 밀집되어 있습니다. 상황 변화 추이 관찰이 필요합니다.","군중 밀집 및 체류 감지"
"""21:19 종합병원대기실 감지 인원 484명, 기준 인원 442명""","21:19 종합병원대기실에서 기준 442명보다 42명 많은 484명이 머물고 있습니다. 긴급 현장 관리 조치가 필요합니다.","군중 밀집 및 체류 감지"
"""14:08 테마파크 입구 감지 인원 41명, 기준 인원 29명""","14:08 테마파크 입구에서 기준 29명을 12명 초과한 41명이 집계되었습니다. 대기 구역 재배치가 필요합니다.","군중 밀집 및 체류 감지"
"""클리닉 로비에서 11:33 현재 7명의 사람들이 모여있으며, 적정 기준치는 3명입니다.""","클리닉 로비에서 11:33 현재 기준 3명보다 4명 많은 7명이 확인되었습니다. 현장 관리 강화가 요구되어 즉시 대기 공간 확장이 필요합니다. 더욱 혼잡할 것으로 예상됩니다.","군중 밀집 및 체류 감지"
"""축제장로비에 저녁 10시 40분 현재 15명이 있으며, 운영 기준은 17명입니다.""","축제장로비에서 저녁 10시 40분 현재 기준 17명 범위 내에서 15명이 대기 중입니다. 현재 인원 분포는 적정 수준으로 양호합니다. 점진적인 인원 증가가 있을 수 있습니다.","군중 밀집 및 체류 감지"
"""오후 3시 14분 콘서트홀 로비 25명 계측, 기준 인원 32명""","오후 3시 14분 콘서트홀 로비에서 기준 32명 범위 내에서 25명이 대기 중입니다. 여유있는 상황이 지속되고 있어 현재 운영 상태는 양호합니다 향후 정상 범위 내에서 운영될 것으로 보입니다.","군중 밀집 및 체류 감지"
"""전시센터 중앙에서 저녁 7시 22분 현재 645명의 사람들이 모여있으며, 적정 기준치는 559명입니다.""","전시센터 중앙에서 저녁 7시 22분 현재 기준 559명보다 86명 많은 645명이 머물고 있습니다. 혼잡도가 높아지고 있어 즉각적인 안전 조치가 필수입니다. 현장 인원 증가 추세가 지속됩니다.","군중 밀집 및 체류 감지"
"""오전 9시 39분 기차역 승강장 285명 계측, 기준 인원 260명""","오전 9시 39분 기차역 승강장에서 기준 260명보다 25명 많은 285명이 집계되었습니다. 현장 관리 강화가 필요합니다.","군중 밀집 및 체류 감지"
"""저녁 11시 41분 미술관의 계단 59명 계측, 기준 인원 35명""","저녁 11시 41분 미술관의 계단에서 기준 35명을 크게 초과한 59명이 감지되었습니다. 안전 관리가 필요한 상황이며 대기 동선 개선이 필요합니다. 지속적인 관리가 필요합니다.","군중 밀집 및 체류 감지"
"""오후 5시 2분 관공서 광장 33명 계측, 기준 인원 17명""","오후 5시 2분 관공서 광장에서 기준 17명을 16명 초과한 33명이 감지되었습니다. 인원 밀집도가 상승하고 있어 즉각적인 인원 분산 조치가 필요합니다. 더욱 혼잡할 것으로 예상됩니다.","군중 밀집 및 체류 감지"
"""저녁 10시 52분 올림픽공원1층 35명 계측, 기준 인원 25명""","저녁 10시 52분 올림픽공원1층에서 기준 25명을 10명 초과한 35명이 대기하고 있습니다. 혼잡 구역 분산 유도가 필요합니다.","군중 밀집 및 체류 감지"
"""오전 10시 26분 병원 외래진료센터 11명 파악, 기준 3명""","오전 10시 26분 병원 외래진료센터에서 기준 3명을 8명 초과한 11명이 대기 중입니다. 긴급 안전 관리 체계 가동이 필요합니다.","군중 밀집 및 체류 감지"
"""전시관에 13:12 현재 75명이 있으며, 운영 기준은 67명입니다.""","전시관에서 13:12 현재 기준 67명보다 8명 많은 75명이 감지되었습니다. 추가 인원 유입이 예상되어 상황 모니터링을 지속하겠습니다. 더욱 혼잡할 것으로 예상됩니다.","군중 밀집 및 체류 감지"
"""오전 8시 35분 구청 865명 파악, 기준 925명""","오전 8시 35분 구청에서 기준 925명 범위 내에서 865명이 밀집되어 있습니다. 원활한 현장 상황이 유지되고 있어 양호합니다 적정 수준의 인원 운영이 지속될 것으로 예상됩니다.","군중 밀집 및 체류 감지"
"""10:28 야구장내야석 감지 인원 49명, 기준 미설정""","10:28 야구장내야석에서 기준 미설정 상태에서 49명이 분포해 있습니다. 현장 인원 변화를 추적하겠습니다.","군중 밀집 및 체류 감지"
