"Input","Output","Domain"
"03:29 화학공장에서 배관공 1명이 보안경 장비 미비로 가공, 기준: 장갑, 보안경","화학공장에서 배관공 1명이 보안경 없이 가공 작업을 하고 있습니다. 보안경 소홀히 하여 안구 손상 위험이 발생할 수 있습니다. 보안경 착용 조치를 신속히 진행해 주세요.","작업자 안전장비 미착용 감지"
"기준: 보안경, 장갑, 목수 2명 12:29 제조공장 장갑 착용 없이 절단","제조공장에서 목수 2명이 장갑 없이 절단 작업을 진행하고 있습니다. 장갑 규정을 어겨 피부 손상 위험이 매우 높습니다. 장갑 착용 완료 후 절단 작업을 계속하세요.","작업자 안전장비 미착용 감지"
"건설현장 오후 5시 50분 도장공 3명 마스크 벗은 채로 전기, 기준: 안전복, 마스크","도장공 3명이 건설현장에서 마스크을 착용하지 않고 전기 작업을 진행 중입니다. 마스크 규정을 어겨 금속 분진 흡입 위험이 매우 높습니다. 안전장비 기준 위반이 감지되었습니다. 마스크 착용 후 작업을 계속해 주십시오.","작업자 안전장비 미착용 감지"
"관리자 1명 화학공장 A동 밤 10시 11분 헬멧 제대로 착용하지 않고 설치 작업, 기준: 헬멧, 안전복","관리자 1명이 화학공장 A동에서 헬멧을 착용하지 않고 설치 작업을 하고 있습니다. 헬멧 소홀히 하여 머리 부상 위험이 발생할 수 있습니다. 헬멧 착용 조치를 신속히 진행해 주세요.","작업자 안전장비 미착용 감지"
"점검원 1명 19:54 공장 마스크 장비 없이 도장, 기준: 보안경, 마스크","공장에서 점검원 1명이 마스크 없이 도장 작업을 하고 있습니다. 마스크 소홀히 하여 금속 분진 흡입 위험이 발생할 수 있습니다. 마스크 착용 상태를 점검하세요.","작업자 안전장비 미착용 감지"
"기능공 2명 조선소 도크 오전 10시 37분 마스크 착용 위반 배관 작업, 기준: 마스크, 헬멧","기능공 2명이 조선소 도크에서 마스크을 착용하지 않고 배관 작업을 하고 있습니다. 마스크 규정을 어겨 유해 분진 흡입이 매우 높습니다. 마스크 착용 후 작업을 계속해 주십시오.","작업자 안전장비 미착용 감지"
"제조공장 오전 11시 50분 운반원 1명 보안경 빼고 포장, 기준: 마스크, 보안경","운반원 1명이 제조공장에서 보안경을 착용하지 않고 포장 작업 중입니다. 보안경 소홀히 하여 기계 파편에 의한 시력 손상이 발생할 수 있습니다. 보안경 착용 확인이 필요합니다.","작업자 안전장비 미착용 감지"
"건설현장 C층 오전 7시 20분 도장공 2명 장갑 보호구 빠뜨리고 용접, 기준: 장갑, 헬멧","도장공 2명이 건설현장 C층에서 장갑을 착용하지 않고 용접 작업을 하고 있습니다. 장갑 규정을 어겨 도료 접촉이 매우 높습니다. 장갑 착용 후 작업을 계속해 주십시오.","작업자 안전장비 미착용 감지"
"기준: 헬멧, 안전복, 저녁 7시 30분 화학공장 B동 근로자 1명 헬멧 착용하지 않은 상태로 제조","근로자 1명이 화학공장 B동에서 헬멧을 착용하지 않고 제조 작업 중입니다. 헬멧 소홀히 하여 낙하물에 의한 두부 손상이 발생할 수 있습니다. 추가 안전 관리가 필요합니다. 헬멧 착용 조치를 즉시 실시하겠습니다.","작업자 안전장비 미착용 감지"
"조선소 조립장 19:26 용접공 1명 헬멧 장비 미비로 해체, 기준: 헬멧, 안전복","조선소 조립장에서 용접공 1명이 헬멧 없이 해체 작업을 수행하고 있습니다. 헬멧 규정을 어겨 머리 외상이 매우 높습니다. 헬멧 착용 후 해체 작업을 계속하시기 바랍니다.","작업자 안전장비 미착용 감지"
"기준: 장갑, 안전화, 새벽 4시 57분 정비소 B구역 보수공 2명 안전화 보호구 빠뜨리고 해체","보수공 2명이 정비소 B구역에서 안전화을 착용하지 않고 해체 작업을 수행하고 있습니다. 안전화 규정을 어겨 족부 화상이 매우 높습니다. 안전화 착용 완료 후 작업을 재개하세요.","작업자 안전장비 미착용 감지"
"기준: 헬멧, 보안경, 점검원 1명 새벽 1시 56분 공장 B동 헬멧 착용 위반 정비","점검원 1명이 공장 B동에서 헬멧을 착용하지 않고 정비 작업을 진행하고 있습니다. 헬멧 규정을 어겨 머리 부상 위험이 매우 높습니다. 헬멧 착용 완료 후 작업을 재개하세요.","작업자 안전장비 미착용 감지"
"공장 도장실 밤 10시 45분 배관공 1명 헬멧 장비 없이 설치, 기준: 헬멧, 안전화","배관공 1명이 공장 도장실에서 헬멧을 착용하지 않고 설치 작업을 하고 있습니다. 헬멧 소홀히 하여 낙하물에 의한 두부 손상이 발생할 수 있습니다. 헬멧 착용 후 작업을 계속해 주십시오.","작업자 안전장비 미착용 감지"
"용접공 1명 조선소 조립장 저녁 6시 43분 헬멧 보호구 빠뜨리고 검사 작업, 기준: 마스크, 헬멧","용접공 1명이 조선소 조립장에서 헬멧을 착용하지 않고 검사 작업을 진행하고 있습니다. 헬멧 소홀히 하여 두부 손상 위험이 발생할 수 있습니다. 헬멧 착용 조치를 즉시 실시하겠습니다.","작업자 안전장비 미착용 감지"
"저녁 8시 37분 발전소 발전기실에서 기술자 1명이 마스크 착용 누락 절단, 기준: 장갑, 마스크","기술자 1명이 발전소 발전기실에서 마스크을 착용하지 않고 절단 작업을 실시하고 있습니다. 마스크 규정을 어겨 화학 분진 흡입 위험이 매우 높습니다. 마스크 착용 완료 후 작업을 재개하세요.","작업자 안전장비 미착용 감지"
"기준: 마스크, 보안경, 07:37 정비소 작업실 청소원 1명 마스크 제대로 착용하지 않고 용접","정비소 작업실에서 청소원 1명이 마스크 없이 용접 작업을 실시하고 있습니다. 마스크 규정을 어겨 유해 분진 흡입이 매우 높습니다. 마스크 착용 후 용접 작업을 계속하시기 바랍니다.","작업자 안전장비 미착용 감지"
"05:43 제조공장 A구역에서 건설 기사 1명이 보안경 착용하지 않은 상태로 청소, 기준: 장갑, 보안경","제조공장 A구역에서 건설 기사 1명이 보안경 없이 청소 작업을 진행하고 있습니다. 보안경 소홀히 하여 기계 파편에 의한 시력 손상이 발생할 수 있습니다. 보안경 착용 완료 후 청소 작업을 지속하세요.","작업자 안전장비 미착용 감지"
"정비원 2명 저녁 7시 53분 정비소 A구역 보안경 착용 위반 건설, 기준: 장갑, 보안경","정비원 2명이 정비소 A구역에서 보안경을 착용하지 않고 건설 작업을 수행하고 있습니다. 보안경 소홀히 하여 시력 손상 위험이 발생할 수 있습니다. 보안경 착용 완료 후 건설 작업을 계속하세요.","작업자 안전장비 미착용 감지"
"근로자 2명 밤 11시 31분 발전소 A동 마스크 보호구 빠뜨리고 보수, 기준: 마스크, 헬멧","근로자 2명이 발전소 A동에서 마스크을 착용하지 않고 보수 작업을 수행하고 있습니다. 마스크 규정을 어겨 분진 흡입 위험이 매우 높습니다. 마스크 착용 후 보수 작업을 계속하시기 바랍니다.","작업자 안전장비 미착용 감지"
"청소원 1명 정비소 작업실 오후 5시 12분 안전복 장비 미비로 제조 작업, 기준: 안전복, 보안경","청소원 1명이 정비소 작업실에서 안전복을 착용하지 않고 제조 작업을 수행하고 있습니다. 안전복 소홀히 하여 신체 손상이 발생할 수 있습니다. 추가 안전 관리가 필요합니다. 안전복 착용 후 작업을 계속해 주십시오.","작업자 안전장비 미착용 감지"
"기능공 1명 새벽 2시 4분 건설현장 A동 안전화 착용 누락 배관, 기준: 장갑, 안전화","기능공 1명이 건설현장 A동에서 안전화을 착용하지 않고 배관 작업을 진행하고 있습니다. 안전화 규정을 어겨 발 손상이 매우 높습니다. 안전화 착용 완료 후 배관 작업을 계속하세요.","작업자 안전장비 미착용 감지"
"기준: 안전화, 마스크, 오전 10시 56분 정비소 A구역 점검원 1명 안전화 보호구 없이 조립","점검원 1명이 정비소 A구역에서 안전화을 착용하지 않고 조립 작업을 진행 중입니다. 안전화 소홀히 하여 족부 외상 위험이 발생할 수 있습니다. 안전화 착용 완료 후 작업 재개가 필요합니다.","작업자 안전장비 미착용 감지"
"기준: 보안경, 장갑, 건설 기사 1명 22:37 제조공장 B블록 보안경 착용 위반 도장","제조공장 B블록에서 건설 기사 1명이 보안경 없이 도장 작업을 하고 있습니다. 보안경 소홀히 하여 안구 손상 위험이 발생할 수 있습니다. 보안경 착용 완료 후 도장 작업을 계속하세요.","작업자 안전장비 미착용 감지"
"배관공 2명 공장 용접실 오전 8시 1분 보안경 착용 없이 설치 작업, 기준: 마스크, 보안경","배관공 2명이 공장 용접실에서 보안경을 착용하지 않고 설치 작업을 하고 있습니다. 보안경 소홀히 하여 시력 손상 위험이 발생할 수 있습니다. 보안경 착용 누락이 확인됩니다. 보안경 착용 조치를 즉시 실시하겠습니다.","작업자 안전장비 미착용 감지"
"점검원 1명 오전 6시 44분 제조공장 A구역 장갑 착용 없이 설치, 기준: 보안경, 장갑","점검원 1명이 제조공장 A구역에서 장갑을 착용하지 않고 설치 작업을 실시하고 있습니다. 장갑 소홀히 하여 피부 손상 위험이 발생할 수 있습니다. 장갑 착용 지도를 실시하겠습니다.","작업자 안전장비 미착용 감지"
"기준: 안전복, 마스크, 용접공 2명 밤 11시 59분 화학공장 A동 안전복 착용 누락 점검","용접공 2명이 화학공장 A동에서 안전복을 착용하지 않고 점검 작업을 수행하고 있습니다. 안전복 소홀히 하여 절단 불꽃에 의한 화상이 발생할 수 있습니다. 안전복 착용 후 작업을 계속해 주십시오.","작업자 안전장비 미착용 감지"
"엔지니어 1명 13:22 제조공장 품질실 장갑 착용 없이 운반, 기준: 보안경, 장갑","제조공장 품질실에서 엔지니어 1명이 장갑 없이 운반 작업을 진행 중입니다. 장갑 소홀히 하여 화학 물질 접촉 위험이 발생할 수 있습니다. 즉시 대응이 요구됩니다.","작업자 안전장비 미착용 감지"
"타일공 1명 정비소 도장실 오전 8시 59분 안전복 장비 없이 가공 작업, 기준: 헬멧, 안전복","타일공 1명이 정비소 도장실에서 안전복을 착용하지 않고 가공 작업을 진행 중입니다. 안전복 소홀히 하여 화상 위험이 발생할 수 있습니다. 안전복 착용 완료 후 가공 작업을 지속하세요.","작업자 안전장비 미착용 감지"
"기준: 장갑, 헬멧, 06:52 건설현장 C층 건설 기사 2명 헬멧 장비 없이 관리","건설현장 C층에서 건설 기사 2명이 헬멧 없이 관리 작업을 진행 중입니다. 헬멧 소홀히 하여 두부 손상 위험이 발생할 수 있습니다. 헬멧 착용 후 관리 작업을 계속하시기 바랍니다.","작업자 안전장비 미착용 감지"
"철근공 2명 화학공장 A동 오전 9시 14분 헬멧 보호구 없이 가공 작업, 기준: 헬멧, 안전화","철근공 2명이 화학공장 A동에서 헬멧을 착용하지 않고 가공 작업을 진행 중입니다. 헬멧 소홀히 하여 머리 부상 위험이 발생할 수 있습니다. 헬멧 착용 완료 후 작업을 재개하세요.","작업자 안전장비 미착용 감지"
"기준: 마스크, 보안경, 전기 기사 2명 새벽 5시 25분 정비소 작업장 마스크 착용 누락 가공","전기 기사 2명이 정비소 작업장에서 마스크을 착용하지 않고 가공 작업을 하고 있습니다. 마스크 소홀히 하여 유해 분진 흡입이 발생할 수 있습니다. 마스크 착용 완료 후 작업 재개가 필요합니다.","작업자 안전장비 미착용 감지"
"운반원 2명 새벽 3시 11분 조선소 보안경 미착용 운반, 기준: 헬멧, 보안경","운반원 2명이 조선소에서 보안경을 착용하지 않고 운반 작업을 하고 있습니다. 보안경 소홀히 하여 기계 파편에 의한 시력 손상이 발생할 수 있습니다. 보안경 착용 완료 후 작업 재개가 필요합니다.","작업자 안전장비 미착용 감지"
"정비소 작업장 오후 2시 18분 검사원 1명 보안경 착용 위반 해체, 기준: 보안경, 장갑","검사원 1명이 정비소 작업장에서 보안경을 착용하지 않고 해체 작업을 진행하고 있습니다. 보안경 규정을 어겨 기계 파편에 의한 시력 손상이 매우 높습니다. 보안경 착용 완료 후 해체 작업을 계속하세요.","작업자 안전장비 미착용 감지"
"조립공 3명 화학공장 07:38 마스크 미착용 조립 작업, 기준: 장갑, 마스크","화학공장에서 조립공 3명이 마스크 없이 조립 작업을 하고 있습니다. 마스크 소홀히 하여 화학 분진 흡입 위험이 발생할 수 있습니다. 마스크 착용 후 조립 작업을 계속하시기 바랍니다.","작업자 안전장비 미착용 감지"
"02:39 발전소 제어실에서 용접공 1명이 마스크 없이 운반, 기준: 마스크, 헬멧","발전소 제어실에서 용접공 1명이 마스크 없이 운반 작업을 진행하고 있습니다. 마스크 소홀히 하여 금속 분진 흡입 위험이 발생할 수 있습니다. 즉시 대응이 요구됩니다.","작업자 안전장비 미착용 감지"
"화학 작업자 2명 오전 10시 8분 발전소 보안경 착용 없이 운반, 기준: 안전복, 보안경","화학 작업자 2명이 발전소에서 보안경을 착용하지 않고 운반 작업을 하고 있습니다. 보안경 소홀히 하여 기계 파편에 의한 시력 손상이 발생할 수 있습니다. 보안경 착용 확인이 필요합니다.","작업자 안전장비 미착용 감지"
"기준: 안전복, 마스크, 오후 2시 46분 조선소 도크 현장 작업자 1명 마스크 장비 미비로 절단","현장 작업자 1명이 조선소 도크에서 마스크을 착용하지 않고 절단 작업을 하고 있습니다. 마스크 규정을 어겨 유독가스 흡입 위험이 매우 높습니다. 심각한 안전장비 위반이 발견되었습니다. 마스크 착용 후 절단 작업을 계속하시기 바랍니다.","작업자 안전장비 미착용 감지"
"오전 10시 49분 정비소 A구역에서 건설 기사 1명이 헬멧 장비 미비로 점검, 기준: 헬멧, 보안경","건설 기사 1명이 정비소 A구역에서 헬멧을 착용하지 않고 점검 작업을 실시하고 있습니다. 헬멧 소홀히 하여 머리 외상이 발생할 수 있습니다. 즉시 대응이 요구됩니다.","작업자 안전장비 미착용 감지"
"화학 작업자 1명 건설현장 C층 오전 6시 58분 장갑 미착용 보수 작업, 기준: 장갑, 헬멧","화학 작업자 1명이 건설현장 C층에서 장갑을 착용하지 않고 보수 작업을 실시하고 있습니다. 장갑 규정을 어겨 도료 접촉이 매우 높습니다. 장갑 착용 완료 후 작업을 재개하세요.","작업자 안전장비 미착용 감지"
"기술자 1명 발전소 오후 3시 39분 안전화 제대로 착용하지 않고 도장 작업, 기준: 헬멧, 안전화","기술자 1명이 발전소에서 안전화을 착용하지 않고 도장 작업을 실시하고 있습니다. 안전화 소홀히 하여 발 부상 위험이 발생할 수 있습니다. 안전화 착용 후 도장 작업을 계속하시기 바랍니다.","작업자 안전장비 미착용 감지"
"발전소 터빈실 새벽 5시 37분 용접공 1명 보안경 장비 미비로 용접, 기준: 안전복, 보안경","용접공 1명이 발전소 터빈실에서 보안경을 착용하지 않고 용접 작업을 수행하고 있습니다. 보안경 규정을 어겨 기계 파편에 의한 시력 손상이 매우 높습니다. 보안경 착용 완료 후 용접 작업을 계속하세요.","작업자 안전장비 미착용 감지"
"기준: 장갑, 마스크, 13:14 정비소 작업실 배관공 1명 마스크 장비 없이 가공","정비소 작업실에서 배관공 1명이 마스크 없이 가공 작업 중입니다. 마스크 소홀히 하여 화학 분진 흡입 위험이 발생할 수 있습니다. 마스크 착용 개선이 시급합니다.","작업자 안전장비 미착용 감지"
"16:49 제조공장에서 청소원 2명이 보안경 착용하지 않은 상태로 관리, 기준: 보안경, 장갑","제조공장에서 청소원 2명이 보안경 없이 관리 작업을 실시하고 있습니다. 보안경 소홀히 하여 시력 손상 위험이 발생할 수 있습니다. 보안경 착용 개선이 시급합니다.","작업자 안전장비 미착용 감지"
"시공자 1명 발전소 제어실 21:18 장갑 보호구 없이 보수 작업, 기준: 장갑, 안전화","발전소 제어실에서 시공자 1명이 장갑 없이 보수 작업을 하고 있습니다. 장갑 규정을 어겨 화학적 화상 위험이 매우 높습니다. 장갑 착용 완료 후 보수 작업을 계속하세요.","작업자 안전장비 미착용 감지"
"오전 6시 57분 공장 설비실에서 근로자 1명이 마스크 착용하지 않은 상태로 설치, 기준: 장갑, 마스크","근로자 1명이 공장 설비실에서 마스크을 착용하지 않고 설치 작업을 수행하고 있습니다. 마스크 소홀히 하여 금속 분진 흡입 위험이 발생할 수 있습니다. 마스크 착용 후 작업 재개하시기 바랍니다.","작업자 안전장비 미착용 감지"
"기준: 보안경, 장갑, 점검원 1명 새벽 3시 57분 조선소 장갑 장비 미비로 해체","점검원 1명이 조선소에서 장갑을 착용하지 않고 해체 작업을 실시하고 있습니다. 장갑 규정을 어겨 화학적 접촉이 매우 높습니다. 안전장비 미착용 위험이 조선소에서 발견되었습니다. 장갑 착용 후 해체 작업을 계속하시기 바랍니다.","작업자 안전장비 미착용 감지"
"공장 설비실 새벽 5시 40분 점검원 1명 마스크 장비 미비로 전기, 기준: 마스크, 헬멧","점검원 1명이 공장 설비실에서 마스크을 착용하지 않고 전기 작업을 실시하고 있습니다. 마스크 규정을 어겨 유독가스 흡입 위험이 매우 높습니다. 마스크 착용 완료 후 작업을 재개하세요.","작업자 안전장비 미착용 감지"
"기준: 헬멧, 안전화, 01:12 조선소 용접실 화학 작업자 1명 헬멧 착용하지 않은 상태로 보수","조선소 용접실에서 화학 작업자 1명이 헬멧 없이 보수 작업을 진행하고 있습니다. 헬멧 규정을 어겨 두부 외상 위험이 매우 높습니다. 헬멧 착용 완료 후 작업을 재개하세요.","작업자 안전장비 미착용 감지"
"전기 기사 2명 건설현장 B구역 03:08 안전화 착용 누락 화학물질 취급 작업, 기준: 장갑, 안전화","건설현장 B구역에서 전기 기사 2명이 안전화 없이 화학물질 취급 작업을 하고 있습니다. 안전화 규정을 어겨 족부 화상이 매우 높습니다. 안전화 착용 후 화학물질 취급 작업을 계속하시기 바랍니다.","작업자 안전장비 미착용 감지"
"전기 기사 1명 공장 설비실 17:56 안전화 빼고 제조 작업, 기준: 안전화, 마스크","공장 설비실에서 전기 기사 1명이 안전화 없이 제조 작업을 진행하고 있습니다. 안전화 소홀히 하여 발 부상 위험이 발생할 수 있습니다. 안전화 착용 완료 후 작업을 재개하세요.","작업자 안전장비 미착용 감지"
"용접공 1명 저녁 6시 39분 제조공장 생산라인 장갑 벗은 채로 조립, 기준: 장갑, 마스크","용접공 1명이 제조공장 생산라인에서 장갑을 착용하지 않고 조립 작업을 수행하고 있습니다. 장갑 소홀히 하여 화학 물질 접촉 위험이 발생할 수 있습니다. 장갑 착용 개선이 시급합니다.","작업자 안전장비 미착용 감지"
"기준: 마스크, 헬멧, 00:14 발전소 발전기실 시공자 1명 헬멧 제대로 착용하지 않고 용접","발전소 발전기실에서 시공자 1명이 헬멧 없이 용접 작업을 진행 중입니다. 헬멧 규정을 어겨 머리 외상이 매우 높습니다. 심각한 안전장비 위반이 발견되었습니다. 헬멧 착용 완료 후 용접 작업을 계속하세요.","작업자 안전장비 미착용 감지"
"기준: 안전복, 안전화, 점검원 2명 오후 4시 8분 정비소 안전화 없이 건설","점검원 2명이 정비소에서 안전화을 착용하지 않고 건설 작업을 수행하고 있습니다. 안전화 소홀히 하여 감전 시 발 부상이 발생할 수 있습니다. 안전화 착용 상태 점검이 요구됩니다.","작업자 안전장비 미착용 감지"
"타일공 1명 제조공장 B블록 16:10 장갑 제대로 착용하지 않고 검사 작업, 기준: 장갑, 보안경","제조공장 B블록에서 타일공 1명이 장갑 없이 검사 작업 중입니다. 장갑 소홀히 하여 화학 물질 접촉 위험이 발생할 수 있습니다. 장갑 착용 상태를 점검하세요.","작업자 안전장비 미착용 감지"
"기준: 보안경, 장갑, 용접공 1명 07:50 조선소 장갑 장비 미비로 정비","조선소에서 용접공 1명이 장갑 없이 정비 작업을 진행하고 있습니다. 장갑 규정을 어겨 화학적 접촉이 매우 높습니다. 장갑 착용 후 정비 작업을 계속하시기 바랍니다.","작업자 안전장비 미착용 감지"
"공장 도장실 22:34 검사원 1명 헬멧 장비 미비로 보수, 기준: 헬멧, 보안경","공장 도장실에서 검사원 1명이 헬멧 없이 보수 작업을 실시하고 있습니다. 헬멧 규정을 어겨 낙하물에 의한 두부 손상이 매우 높습니다. 헬멧 착용 후 작업을 계속해 주십시오.","작업자 안전장비 미착용 감지"
"발전소 터빈실 저녁 6시 23분 기능공 1명 마스크 제대로 착용하지 않고 청소, 기준: 안전복, 마스크","기능공 1명이 발전소 터빈실에서 마스크을 착용하지 않고 청소 작업을 진행 중입니다. 마스크 소홀히 하여 금속 분진 흡입 위험이 발생할 수 있습니다. 마스크 착용 확인이 필요합니다.","작업자 안전장비 미착용 감지"
"기준: 장갑, 보안경, 오후 2시 50분 공장 화학 작업자 1명 장갑 보호구 없이 제조","화학 작업자 1명이 공장에서 장갑을 착용하지 않고 제조 작업을 진행하고 있습니다. 장갑 소홀히 하여 피부 손상 위험이 발생할 수 있습니다. 장갑 착용 완료 후 제조 작업을 계속하세요.","작업자 안전장비 미착용 감지"
"기준: 보안경, 마스크, 화학 작업자 1명 21:48 건설현장 E구역 보안경 벗은 채로 검사","건설현장 E구역에서 화학 작업자 1명이 보안경 없이 검사 작업을 수행하고 있습니다. 보안경 소홀히 하여 화학 물질 비산이 발생할 수 있습니다. 보안경 착용 후 작업을 계속해 주십시오.","작업자 안전장비 미착용 감지"
"기준: 안전복, 마스크, 조립공 1명 오전 10시 30분 정비소 안전복 착용하지 않은 상태로 조립","조립공 1명이 정비소에서 안전복을 착용하지 않고 조립 작업을 진행 중입니다. 안전복 소홀히 하여 신체 손상이 발생할 수 있습니다. 안전복 착용 완료 후 작업을 재개하세요.","작업자 안전장비 미착용 감지"
"기준: 헬멧, 안전복, 00:45 조선소 도크 전기 기사 1명 안전복 제대로 착용하지 않고 해체","조선소 도크에서 전기 기사 1명이 안전복 없이 해체 작업을 수행하고 있습니다. 안전복 규정을 어겨 접촉 화상이 매우 높습니다. 안전복 착용 후 해체 작업을 계속하시기 바랍니다.","작업자 안전장비 미착용 감지"
"오후 3시 18분 화학공장 연구동에서 기술자 1명이 보안경 미착용 전기, 기준: 장갑, 보안경","기술자 1명이 화학공장 연구동에서 보안경을 착용하지 않고 전기 작업을 진행하고 있습니다. 보안경 규정을 어겨 기계 파편에 의한 시력 손상이 매우 높습니다. 보안경 착용 후 전기 작업을 계속하시기 바랍니다.","작업자 안전장비 미착용 감지"
"발전소 터빈실 새벽 5시 30분 점검원 2명 안전화 빼고 관리, 기준: 안전화, 마스크","점검원 2명이 발전소 터빈실에서 안전화을 착용하지 않고 관리 작업을 진행하고 있습니다. 안전화 소홀히 하여 감전 시 발 부상이 발생할 수 있습니다. 안전화 착용 후 작업 재개하시기 바랍니다.","작업자 안전장비 미착용 감지"
"기준: 마스크, 보안경, 배관공 2명 밤 11시 34분 조선소 도크 마스크 제대로 착용하지 않고 화학물질 취급","배관공 2명이 조선소 도크에서 마스크을 착용하지 않고 화학물질 취급 작업을 진행 중입니다. 마스크 규정을 어겨 화학 분진 흡입 위험이 매우 높습니다. 마스크 착용 후 화학물질 취급 작업을 계속하시기 바랍니다.","작업자 안전장비 미착용 감지"
"기준: 장갑, 보안경, 건설 기사 1명 오후 5시 48분 화학공장 저장고 장갑 보호구 빠뜨리고 전기","건설 기사 1명이 화학공장 저장고에서 장갑을 착용하지 않고 전기 작업을 실시하고 있습니다. 장갑 규정을 어겨 도료 접촉이 매우 높습니다. 장갑 착용 후 전기 작업을 계속하시기 바랍니다.","작업자 안전장비 미착용 감지"
"정비소 오전 7시 11분 조립공 1명 안전복 장비 없이 용접, 기준: 헬멧, 안전복","조립공 1명이 정비소에서 안전복을 착용하지 않고 용접 작업을 진행 중입니다. 안전복 규정을 어겨 용접 불꽃에 의한 화상이 매우 높습니다. 안전복 착용 후 작업을 계속해 주십시오.","작업자 안전장비 미착용 감지"
"조선소 조립장 저녁 9시 9분 타일공 1명 헬멧 안전장비 빠뜨리고 철근, 기준: 헬멧, 안전복","타일공 1명이 조선소 조립장에서 헬멧을 착용하지 않고 철근 작업을 하고 있습니다. 헬멧 규정을 어겨 두부 손상 위험이 매우 높습니다. 심각한 안전장비 위반이 발견되었습니다. 헬멧 착용 후 철근 작업을 계속하시기 바랍니다.","작업자 안전장비 미착용 감지"
"점검원 1명 02:05 조선소 용접실 마스크 보호구 빠뜨리고 포장, 기준: 안전복, 마스크","조선소 용접실에서 점검원 1명이 마스크 없이 포장 작업을 진행하고 있습니다. 마스크 소홀히 하여 유독가스 흡입 위험이 발생할 수 있습니다. 마스크 착용 완료 후 포장 작업을 계속하세요.","작업자 안전장비 미착용 감지"
