Input,Output,Domain
"관리자 3명이 사무실 복도에서 04:13에 7분간 누워진 자세입니다, 기준치 3분",관리자 3명이 사무실 복도에서 04:13에 7분간 누워진 상태로 있는 것이 포착되었습니다. 기준치 3분을 4분 웃돌아 중대 상황으로 파악됩니다. 응급상황으로 판단되어 신속한 대응이 요구됩니다. 응급 상황 대응 프로토콜에 따라 즉시 조치를 취해주세요.,쓰러짐 및 장기 정지 감지
"간병인 4명 병원 15:25 4분간 쓰러진 채로 있음, 임계값 2분",간병인 4명이 병원에서 15:25에 4분간 쓰러진 상태로 있는 것이 모니터링되었습니다. 위급상황이므로 즉시 의료진 출동을 요청하고 현장 대응해주세요.,쓰러짐 및 장기 정지 감지
"공장 1라인에서 오전 8시 24분에 직원 4명이 9분간 주저앉은 채로 있습니다, 허용치 7분",공장 1라인에서 오전 8시 24분에 직원 4명이 9분간 주저앉은 채로 있는 것이 파악되었습니다. 허용치 7분을 2분 넘어서 점검 필요 상황으로 분석됩니다. 담당팀이 즉시 현장 확인하여 필요 조치를 취해주세요.,쓰러짐 및 장기 정지 감지
"보호자 4명 요양원 휴게실 새벽 2시 50분 6분간 움직임 없는 채로 있음, 허용 기준 3분",보호자 4명이 요양원 휴게실에서 새벽 2시 50분에 6분간 움직임 없는 상태로 있는 것이 감지되었습니다. 허용 기준 3분을 3분 상회했기에 심각한 상황으로 판별됩니다. 생명이 위험할 수 있으므로 즉시 119 신고 후 응급처치를 해주세요.,쓰러짐 및 장기 정지 감지
"22:50에 건설현장에서 직원 2명이 8분간 주저앉은 자세입니다, 정상 기준 6분",22:50에 건설현장에서 직원 2명이 8분간 주저앉은 상태가 발견되었습니다. 정상 기준 6분을 2분 웃돌아 점검 필요 상황으로 판별됩니다. 즉시 현장으로 가서 상태를 확인하고 필요시 응급처치를 해주세요.,쓰러짐 및 장기 정지 감지
"14:29에 공장 2라인에서 관리자 1명이 6분간 엎드린 상태입니다, 허용 기준 3분",14:29에 공장 2라인에서 관리자 1명이 6분간 엎드린 채로 머물고 있습니다. 긴급 의료 지원이 필요한 상황이므로 즉시 대응해주세요.,쓰러짐 및 장기 정지 감지
"학교 강당 07:06 교직원 3명 1분간 쓰러진 자세, 임계값 1분",학교 강당에서 07:06에 교직원 3명이 1분간 쓰러진 채로 있는 것이 탐지되었습니다. 임계값 1분에 해당하는 상황으로 위급 상황으로 확인됩니다. 생명 위험 상황이므로 즉시 119 신고 및 응급처치가 필요합니다.,쓰러짐 및 장기 정지 감지
"관리자 2명 공장 휴게실 15:39 2분간 쓰러진 자세, 허용 값 1분",관리자 2명이 공장 휴게실에서 15:39에 2분간 쓰러진 자세를 취하고 있습니다. 생명 위험 상황이므로 즉시 119 신고 및 응급처치가 필요합니다.,쓰러짐 및 장기 정지 감지
"오후 6시 10분 공장 작업장 직원 1명 5분간 엎드린 상태, 허용 기준 1분",오후 6시 10분에 공장 작업장에서 직원 1명이 5분간 엎드린 자세로 있습니다. 허용 기준 1분을 4분 초과하여 위험 상황으로 파악됩니다. 응급상황으로 판단되어 신속한 대응이 요구됩니다. 즉시 119에 신고하여 응급처치를 요청해주세요.,쓰러짐 및 장기 정지 감지
"오후 2시 45분에 주차장 입구에서 관람객 1명이 25분간 서 있는 상태입니다, 허용 기준 55분",오후 2시 45분에 주차장 입구에서 관람객 1명이 25분간 서 있는 상태가 발견되었습니다. 허용 기준 55분보다 30분 짧게 정상 범위으로 규명됩니다. 양호한 상태이므로 현재 관리 수준을 유지해주세요.,쓰러짐 및 장기 정지 감지
"공장 휴게실 새벽 1시 16분 관리자 4명 19분간 앉은 자세, 기준치 14분",공장 휴게실에서 새벽 1시 16분에 관리자 4명이 19분간 앉은 자세를 유지하고 있습니다. 기준치 14분을 5분 초과하였기에 확인 필요 상황으로 판별됩니다. 담당팀이 즉시 현장 확인하여 필요 조치를 취해주세요.,쓰러짐 및 장기 정지 감지
"상점 입구 01:31 이용자 4명 10분간 누워진 자세, 허용치 5분",상점 입구에서 01:31에 이용자 4명이 10분간 누워진 채로 있는 것이 모니터링되었습니다. 허용치 5분을 5분 넘어서 중대 상황으로 판단됩니다. 응급 상황 대응 프로토콜에 따라 즉시 조치를 취해주세요.,쓰러짐 및 장기 정지 감지
"00:26에 광장 중앙에서 관람객 4명이 5분간 움직임 없는 상태입니다, 허용 값 2분",00:26에 광장 중앙에서 관람객 4명이 5분간 움직임 없는 자세로 있습니다. 허용 값 2분을 3분 상회하여 위급 상황으로 평가됩니다. 긴급 의료 지원이 필요한 상황이므로 즉시 대응해주세요.,쓰러짐 및 장기 정지 감지
"오전 3시 18분에 상점 매장에서 방문객 1명이 10분간 누워진 상태입니다, 허용 기준 6분",오전 3시 18분에 상점 매장에서 방문객 1명이 10분간 누워진 채로 머물고 있습니다. 허용 기준 6분을 4분 초과하였기에 심각한 상황으로 확인됩니다. 응급상황으로 판단되어 즉시 구급차를 부르고 응급처치를 실시해주세요.,쓰러짐 및 장기 정지 감지
"20:48 창고 작업자 4명 9분간 누워진 자세, 표준치 3분",20:48에 창고에서 작업자 4명이 9분간 누워진 상태가 인지되었습니다. 표준치 3분을 6분 상회하여 중대 상황으로 확인됩니다. 현장 안전을 확보하고 즉시 응급 의료진을 호출해주세요.,쓰러짐 및 장기 정지 감지
"새벽 2시 07분 공원 입구 방문객 2명 3분간 쓰러진 상태, 임계값 1분",새벽 2시 07분에 공원 입구에서 방문객 2명이 3분간 쓰러진 자세로 있습니다. 응급 상황 대응 프로토콜에 따라 즉시 조치를 취해주세요.,쓰러짐 및 장기 정지 감지
"요양원 식당에서 13:29에 간병인 1명이 8분간 움직임 없는 자세입니다, 허용 값 3분",요양원 식당에서 13:29에 간병인 1명이 8분간 움직임 없는 자세를 유지하고 있습니다. 허용 값 3분을 5분 초과하여 긴급 상황으로 규명됩니다. 즉시 119에 신고하여 응급처치를 요청해주세요.,쓰러짐 및 장기 정지 감지
"병원 응급실 14:43 보호자 4명 10분간 누워진 상태, 허용 값 3분",병원 응급실에서 14:43에 보호자 4명이 10분간 누워진 상태인 것이 발견되었습니다. 생명이 위험할 수 있으므로 즉시 119 신고 후 응급처치를 해주세요.,쓰러짐 및 장기 정지 감지
"직원 2명 건설현장 입구 새벽 3시 48분 13분간 움직임 없는 채로 있음, 허용치 6분",직원 2명이 건설현장 입구에서 새벽 3시 48분에 13분간 움직임 없는 상태로 있는 것이 식별되었습니다. 응급상황으로 판단되어 즉시 구급차를 부르고 응급처치를 실시해주세요.,쓰러짐 및 장기 정지 감지
"오후 0시 54분에 공원에서 시민 3명이 4분간 쓰러진 상태입니다, 기준치 1분",오후 0시 54분에 공원에서 시민 3명이 4분간 쓰러진 상태가 검출되었습니다. 응급상황으로 판단되어 즉시 구급차를 부르고 응급처치를 실시해주세요.,쓰러짐 및 장기 정지 감지
"행인 3명 역 플랫폼 17:52 14분간 움직임 없는 채로 있음, 안전 기준 7분",행인 3명이 역 플랫폼에서 17:52에 14분간 움직임 없는 자세를 취하고 있습니다. 안전 기준 7분을 7분 상회했기에 위급 상황으로 판단됩니다. 즉시 119에 신고하여 응급처치를 요청해주세요.,쓰러짐 및 장기 정지 감지
"새벽 1시 38분에 요양원 휴게실에서 방문자 3명이 5분간 쓰러진 자세입니다, 허용치 2분",새벽 1시 38분에 요양원 휴게실에서 방문자 3명이 5분간 쓰러진 채로 머물고 있습니다. 허용치 2분을 3분 상회하여 응급 상황으로 확인됩니다. 위급상황이므로 즉시 의료진 출동을 요청하고 현장 대응해주세요.,쓰러짐 및 장기 정지 감지
"아동 2명 학교 교실 오후 1시 27분 6분간 움직임 없는 채로 있음, 허용 기준 3분",아동 2명이 학교 교실에서 오후 1시 27분에 6분간 움직임 없는 채로 있는 것이 검출되었습니다. 긴급상황이므로 즉시 의료진을 호출하고 현장 확인이 필요합니다.,쓰러짐 및 장기 정지 감지
"새벽 4시 26분 광장 중앙 행인 2명 5분간 누워진 상태, 허용치 2분",새벽 4시 26분에 광장 중앙에서 행인 2명이 5분간 누워진 자세로 있습니다. 허용치 2분을 3분 웃돌았기에 응급 상황으로 분석됩니다. 응급상황으로 판단되어 신속한 대응이 요구됩니다. 현장 안전을 확보하고 즉시 응급 의료진을 호출해주세요.,쓰러짐 및 장기 정지 감지
"근로자 4명이 사무실 복도에서 오후 9시 05분에 7분간 웅크린 상태입니다, 기준치 4분",근로자 4명이 사무실 복도에서 오후 9시 05분에 7분간 웅크린 상태로 있는 것이 인식되었습니다. 기준치 4분을 3분 초과하여 주의 필요 상황으로 확인됩니다. 추가 확인이 필요한 상황으로 평가됩니다. 현장 관리자가 즉시 출동하여 상황을 점검해주시기 바랍니다.,쓰러짐 및 장기 정지 감지
"관리자 4명 창고 사무실 오후 0시 15분 9분간 누워진 상태, 허용 값 4분",관리자 4명이 창고 사무실에서 오후 0시 15분에 9분간 누워진 자세를 취하고 있습니다. 허용 값 4분을 5분 넘어섰기에 위험 상황으로 분석됩니다. 생명 위험 상황이므로 즉시 119 신고 및 응급처치가 필요합니다.,쓰러짐 및 장기 정지 감지
"01:29에 병원 복도에서 보호자 2명이 5분간 누워진 자세입니다, 기준치 2분",01:29에 병원 복도에서 보호자 2명이 5분간 누워진 자세로 있습니다. 기준치 2분을 3분 웃돌았기에 심각한 상황으로 규명됩니다. 위험한 상황으로 평가되어 응급처치가 필요합니다. 즉시 119에 신고하여 응급처치를 요청해주세요.,쓰러짐 및 장기 정지 감지
"건설현장 20:02 작업자 2명 31분간 걷고 있는 채로 있음, 임계값 없음",건설현장에서 20:02에 작업자 2명이 31분간 걷고 있는 상태인 것이 파악되었습니다. 현장 점검이 필요한 상황입니다. 상황을 관련 부서에 보고하고 대응 방안을 협의해주세요.,쓰러짐 및 장기 정지 감지
"직원 4명 공장 새벽 2시 33분 5분간 엎드린 상태, 허용 기준 2분",직원 4명이 공장에서 새벽 2시 33분에 5분간 엎드린 상태로 있는 것이 인식되었습니다. 허용 기준 2분을 3분 웃돌았기에 응급 상황으로 분류됩니다. 응급상황으로 판단되어 신속한 대응이 요구됩니다. 긴급상황이므로 즉시 의료진을 호출하고 현장 확인이 필요합니다.,쓰러짐 및 장기 정지 감지
"09:46 역 플랫폼 시민 1명 2분간 엎드린 채로 있음, 허용 기준 1분",09:46에 역 플랫폼에서 시민 1명이 2분간 엎드린 자세로 있습니다. 허용 기준 1분을 1분 상회하여 위험 상황으로 규명됩니다. 긴급상황이므로 즉시 의료진을 호출하고 현장 확인이 필요합니다.,쓰러짐 및 장기 정지 감지
"역 플랫폼에서 오후 8시 18분에 행인 4명이 9분간 누워진 자세입니다, 표준치 3분",역 플랫폼에서 오후 8시 18분에 행인 4명이 9분간 누워진 상태인 것이 감지되었습니다. 긴급상황이므로 즉시 의료진을 호출하고 현장 확인이 필요합니다.,쓰러짐 및 장기 정지 감지
"창고 B동 06:25 관리자 4명 12분간 앉은 자세, 표준치 8분",창고 B동에서 06:25에 관리자 4명이 12분간 앉은 채로 있는 것이 검출되었습니다. 표준치 8분을 4분 상회하여 주의 상황으로 인식됩니다. 관련 부서 협의가 필요한 상황으로 분석됩니다. 현장 담당자가 즉시 확인하여 상황을 파악해주시기 바랍니다.,쓰러짐 및 장기 정지 감지
"오후 8시 37분에 건설현장 1공구에서 관리자 1명이 5분간 누워진 상태입니다, 정상 기준 2분",오후 8시 37분에 건설현장 1공구에서 관리자 1명이 5분간 누워진 채로 머물고 있습니다. 정상 기준 2분을 3분 넘어섰기에 심각한 상황으로 분석됩니다. 응급 상황 대응 프로토콜에 따라 즉시 조치를 취해주세요.,쓰러짐 및 장기 정지 감지
"이용자 4명 광장 중앙 오후 7시 41분 14분간 움직임 없는 자세, 표준치 6분",이용자 4명이 광장 중앙에서 오후 7시 41분에 14분간 움직임 없는 상태로 있는 것이 검출되었습니다. 표준치 6분을 8분 상회하여 중대 상황으로 인식됩니다. 긴급상황이므로 즉시 의료진을 호출하고 현장 확인이 필요합니다.,쓰러짐 및 장기 정지 감지
"14:51에 사무실 휴게실에서 근로자 3명이 5분간 엎드린 자세입니다, 표준치 2분",14:51에 사무실 휴게실에서 근로자 3명이 5분간 엎드린 상태가 인식되었습니다. 표준치 2분을 3분 초과하여 중대 상황으로 인식됩니다. 긴급상황이므로 즉시 의료진을 호출하고 현장 확인이 필요합니다.,쓰러짐 및 장기 정지 감지
"창고 19:03 기술자 4명 9분간 웅크린 상태, 허용 값 6분",창고에서 19:03에 기술자 4명이 9분간 웅크린 채로 있는 것이 감지되었습니다. 허용 값 6분을 3분 상회했기에 관찰 필요 상황으로 인식됩니다. 담당팀이 즉시 현장 확인하여 필요 조치를 취해주세요.,쓰러짐 및 장기 정지 감지
"오후 11시 06분 요양원 정원 간병인 1명 4분간 누워진 채로 있음, 안전 기준 1분",오후 11시 06분에 요양원 정원에서 간병인 1명이 4분간 누워진 채로 머물고 있습니다. 안전 기준 1분을 3분 넘어서 응급 상황으로 결정됩니다. 생명이 위험할 수 있으므로 즉시 119 신고 후 응급처치를 해주세요.,쓰러짐 및 장기 정지 감지
"06:11에 광장 중앙에서 행인 3명이 19분간 기댄 자세입니다, 임계값 15분",06:11에 광장 중앙에서 행인 3명이 19분간 기댄 상태가 식별되었습니다. 임계값 15분을 4분 초과하여 주의 상황으로 결정됩니다. 추가 확인이 필요한 상황으로 평가됩니다. 추가 모니터링을 실시하고 상황 변화 시 즉시 대응해주세요.,쓰러짐 및 장기 정지 감지
"교직원 3명이 학교 정문에서 오전 9시 15분에 23분간 천천히 움직이고 있는 상태입니다, 기준치 36분",교직원 3명이 학교 정문에서 오전 9시 15분에 23분간 천천히 움직이고 있는 자세를 취하고 있습니다. 기준치 36분보다 13분 적게 정상 상황으로 확인됩니다. 적절한 수준이므로 일반적인 모니터링을 계속해주세요.,쓰러짐 및 장기 정지 감지
"작업자 4명 공장 2라인 오후 6시 12분 5분간 누워진 채로 있음, 허용 기준 3분",작업자 4명이 공장 2라인에서 오후 6시 12분에 5분간 누워진 자세를 취하고 있습니다. 허용 기준 3분을 2분 웃돌아 응급 상황으로 분류됩니다. 긴급상황이므로 즉시 의료진을 호출하고 현장 확인이 필요합니다.,쓰러짐 및 장기 정지 감지
"03:17에 요양원 식당에서 환자 1명이 10분간 앉은 자세입니다, 임계값 8분",03:17에 요양원 식당에서 환자 1명이 10분간 앉은 자세로 있습니다. 임계값 8분을 2분 상회했기에 확인 필요 상황으로 분석됩니다. 관련 부서 협의가 필요한 상황으로 분석됩니다. 현장 안전 점검을 실시하고 필요시 의료진 지원을 요청해주세요.,쓰러짐 및 장기 정지 감지
"새벽 0시 41분에 요양원 복도에서 환자 2명이 6분간 웅크린 자세입니다, 허용 값 5분",새벽 0시 41분에 요양원 복도에서 환자 2명이 6분간 웅크린 채로 머물고 있습니다. 허용 값 5분을 1분 넘어서 주의 상황으로 해석됩니다. 추가 모니터링을 실시하고 상황 변화 시 즉시 대응해주세요.,쓰러짐 및 장기 정지 감지
"작업자 3명 창고 적재실 오후 11시 21분 13분간 움직임 없는 채로 있음, 정상 기준 6분",작업자 3명이 창고 적재실에서 오후 11시 21분에 13분간 움직임 없는 상태로 있는 것이 파악되었습니다. 정상 기준 6분을 7분 넘어서 위급 상황으로 판별됩니다. 즉각적인 의료 조치가 필요한 상황입니다. 위급상황이므로 즉시 의료진 출동을 요청하고 현장 대응해주세요.,쓰러짐 및 장기 정지 감지
"08:39 병원 대기실 간병인 2명 28분간 서 있는 상태, 허용치 33분",08:39에 병원 대기실에서 간병인 2명이 28분간 서 있는 자세로 있습니다. 허용치 33분보다 5분 하회하였기에 정상 상황으로 확인됩니다. 안전한 수준이므로 정기적인 점검을 지속해주세요.,쓰러짐 및 장기 정지 감지
"요양원 정원 오후 6시 43분 의료진 2명 12분간 웅크린 상태, 안전 기준 9분",요양원 정원에서 오후 6시 43분에 의료진 2명이 12분간 웅크린 채로 있는 것이 식별되었습니다. 안전 기준 9분을 3분 초과하여 경고 상황으로 결정됩니다. 현장 안전 점검을 실시하고 필요시 의료진 지원을 요청해주세요.,쓰러짐 및 장기 정지 감지
"오전 10시 19분에 건설현장 입구에서 근로자 2명이 5분간 쓰러진 채로 있습니다, 허용치 2분",오전 10시 19분에 건설현장 입구에서 근로자 2명이 5분간 쓰러진 채로 머물고 있습니다. 허용치 2분을 3분 초과하여 응급 상황으로 판별됩니다. 응급상황으로 판단되어 즉시 구급차를 부르고 응급처치를 실시해주세요.,쓰러짐 및 장기 정지 감지
"새벽 5시 20분 공장 휴게실 직원 4명 4분간 쓰러진 채로 있음, 안전 기준 2분",새벽 5시 20분에 공장 휴게실에서 직원 4명이 4분간 쓰러진 자세로 있습니다. 안전 기준 2분을 2분 초과하였기에 긴급 상황으로 평가됩니다. 긴급상황으로 인식되어 즉시 조치가 필요합니다. 응급 상황 대응 프로토콜에 따라 즉시 조치를 취해주세요.,쓰러짐 및 장기 정지 감지
"교직원 3명이 학교 복도에서 01:38에 15분간 움직임 없는 상태입니다, 정상 기준 5분",교직원 3명이 학교 복도에서 01:38에 15분간 움직임 없는 상태로 있는 것이 발견되었습니다. 정상 기준 5분을 10분 넘어섰기에 중대 상황으로 분석됩니다. 응급상황으로 판단되어 신속한 대응이 요구됩니다. 응급 상황 대응 프로토콜에 따라 즉시 조치를 취해주세요.,쓰러짐 및 장기 정지 감지
"관리자 3명이 공장 출입구에서 오전 10시 30분에 7분간 누워진 채로 있습니다, 기준 2분",관리자 3명이 공장 출입구에서 오전 10시 30분에 7분간 누워진 자세를 취하고 있습니다. 현장 안전을 확보하고 즉시 응급 의료진을 호출해주세요.,쓰러짐 및 장기 정지 감지
"오전 10시 55분에 주차장 지하에서 방문객 1명이 24분간 걷고 있는 채로 있습니다, 안전 기준 32분",오전 10시 55분에 주차장 지하에서 방문객 1명이 24분간 걷고 있는 채로 머물고 있습니다. 안전 기준 32분보다 8분 하회하여 정상 상황으로 판단됩니다. 기준 범위 내에서 일반적인 관찰을 계속해주세요.,쓰러짐 및 장기 정지 감지
"오후 11시 16분 학교 교실 아동 1명 1분간 쓰러진 채로 있음, 안전 기준 1분",오후 11시 16분에 학교 교실에서 아동 1명이 1분간 쓰러진 자세로 있습니다. 안전 기준 1분에 해당하는 상황으로 응급 상황으로 파악됩니다. 즉각적인 의료 조치가 필요한 상황입니다. 긴급 의료 지원이 필요한 상황이므로 즉시 대응해주세요.,쓰러짐 및 장기 정지 감지
"관리자 2명 창고 17:52 2분간 쓰러진 채로 있음, 기준치 1분",관리자 2명이 창고에서 17:52에 2분간 쓰러진 상태로 있는 것이 확인되었습니다. 기준치 1분을 1분 상회했기에 위급 상황으로 평가됩니다. 생명이 위험할 수 있는 상황으로 분석됩니다. 긴급상황이므로 즉시 의료진을 호출하고 현장 확인이 필요합니다.,쓰러짐 및 장기 정지 감지
"간병인 4명 요양원 복도 08:00 4분간 엎드린 자세, 안전 기준 1분",간병인 4명이 요양원 복도에서 08:00에 4분간 엎드린 채로 있는 것이 발견되었습니다. 위급상황이므로 즉시 의료진 출동을 요청하고 현장 대응해주세요.,쓰러짐 및 장기 정지 감지
"행인 3명 공원 입구 오후 3시 02분 14분간 움직임 없는 상태, 허용치 7분",행인 3명이 공원 입구에서 오후 3시 02분에 14분간 움직임 없는 상태로 있는 것이 검출되었습니다. 허용치 7분을 7분 초과하였기에 긴급 상황으로 판단됩니다. 긴급상황으로 인식되어 즉시 조치가 필요합니다. 즉시 응급처치를 실시하고 의료진 출동을 요청해주세요.,쓰러짐 및 장기 정지 감지
"행인 2명 역 플랫폼 오후 5시 46분 6분간 움직임 없는 자세, 표준치 2분",행인 2명이 역 플랫폼에서 오후 5시 46분에 6분간 움직임 없는 상태로 있는 것이 모니터링되었습니다. 표준치 2분을 4분 넘어서 위급 상황으로 해석됩니다. 생명이 위험할 수 있는 상황으로 분석됩니다. 즉시 응급처치를 실시하고 의료진 출동을 요청해주세요.,쓰러짐 및 장기 정지 감지
"직원 3명 창고 A동 19:45 10분간 누워진 상태, 허용치 4분",직원 3명이 창고 A동에서 19:45에 10분간 누워진 채로 있는 것이 포착되었습니다. 허용치 4분을 6분 초과하여 중대 상황으로 규명됩니다. 즉시 119에 신고하여 응급처치를 요청해주세요.,쓰러짐 및 장기 정지 감지
"공장 작업장 05:39 기술자 3명 1분간 쓰러진 상태, 안전 기준 1분",공장 작업장에서 05:39에 기술자 3명이 1분간 쓰러진 자세를 유지하고 있습니다. 안전 기준 1분에 해당하는 상황으로 중대 상황으로 결정됩니다. 긴급상황으로 인식되어 즉시 조치가 필요합니다. 응급 상황 대응 프로토콜에 따라 즉시 조치를 취해주세요.,쓰러짐 및 장기 정지 감지
