"Input","Output","Domain"
"상점에서 외부인 1명이 새벽 12시 01분 52초간 출입하고 있습니다, 평상시 44초","상점에서 외부인 1명이 새벽 12시 01분 52초간 침입을 시도하고 있습니다. 평상시 44초를 8초 초과하여 경계 상태로 확인되었습니다. 현장 보안 강화가 필요합니다.","폐쇄시간 무단 출입 감지"
"외부인 2명이 오전 2시 25분 약국 입구에서 12초간 출입하고 있습니다, 정상 기준 9초","외부인 2명이 오전 2시 25분 약국에서 12초간 머물고 있습니다. 정상 기준 9초보다 3초 더 머물러 경미한 기준 초과로 확인되었습니다. 경미한 주의가 필요한 상황입니다. 해당 구역을 기본적으로 점검해주시기 바랍니다.","폐쇄시간 무단 출입 감지"
"20:08 연구소 복도에서 외부인 2명이 38초간 체류하고 있습니다, 정상 기준 27초","20:08 연구소에서 외부인 2명이 38초간 머물러 있는 것이 감지되었습니다. 정상 기준 27초를 11초나 넘어서 위험한 상태로 평가되었습니다. 경비원이 현장 확인을 실시해주시기 바랍니다.","폐쇄시간 무단 출입 감지"
"학교 03:42 침입자 5명 22초간 침입, 기준값 15초","학교에서 침입자 5명이 03:42 22초간 접근했습니다. 기준값 15초를 7초 초과하여 오늘 늦은 시간에 재침입 가능성이 높습니다. 현재 시간대부터 감시를 늘려주세요.","폐쇄시간 무단 출입 감지"
"마트 07:39 무단침입자 2명 53초간 침입, 표준 42초","마트에서 무단침입자 2명이 07:39 53초간 대기하는 것이 발견되었습니다. 표준 42초를 11초나 넘어서 경계 상태로 확인되었습니다. 보안 위험이 확인된 상황입니다. 즉시 현장 점검을 실시해주세요.","폐쇄시간 무단 출입 감지"
"23:10 연구소에서 미확인 인물 2명이 35초간 침입하고 있습니다, 평상시 31초","23:10 연구소에서 미확인 인물 2명이 35초간 머물러 있는 것이 감지되었습니다. 평상시 31초보다 4초 더 머물러 경계가 필요한 것으로 나타났습니다. 추가 확인이 필요한 상황입니다.","폐쇄시간 무단 출입 감지"
"신원미상자 1명이 오전 8시 06분 치과에서 39초간 침입하고 있습니다, 일반 기준 24초","신원미상자 1명이 오전 8시 06분 치과에서 39초간 무단 출입을 시도했습니다. 일반 기준 24초를 15초나 넘어서 위험한 상태로 평가되었습니다. 현장 보안 강화가 필요합니다.","폐쇄시간 무단 출입 감지"
"외부인 4명 오후 11시 58분 호텔 주차장 23초간 침입, 기준값 16초","외부인 4명이 오후 11시 58분 호텔에서 23초간 활동하는 것이 포착되었습니다. 기준값 16초를 7초 초과하여 내일 오전에 유사한 상황이 발생할 수 있습니다. 24시간 동안 경비 순찰 강화가 필요합니다.","폐쇄시간 무단 출입 감지"
"신원미상자 4명 오후 11시 50분 아파트 현관 32초간 체류, 허용 기준 30초","신원미상자 4명이 오후 11시 50분 아파트에서 32초간 접근해 온 것으로 나타났습니다. 허용 기준 30초를 2초 초과하여 이런 상황이 지속될 것으로 예상됩니다. 동일한 패턴의 접근이 반복될 위험이 있습니다. 내일 오전 경비 순찰 강화가 필요합니다.","폐쇄시간 무단 출입 감지"
"창고 A동에서 외부인 2명이 오전 2시 19분 41초간 침입하고 있습니다, 허용 기준 38초","창고에서 외부인 2명이 오전 2시 19분 41초간 출입을 시도하고 있습니다. 허용 기준 38초보다 3초 더 머물러 기준을 약간 넘은 것으로 나타났습니다. 기본 수준의 주의가 필요한 상황입니다. 일반적인 보안 절차를 유지해주시기 바랍니다.","폐쇄시간 무단 출입 감지"
"오전 4시 44분 마트에서 침입자 3명이 39초간 침입하고 있습니다, 표준 32초","오전 4시 44분 마트에서 침입자 3명이 39초간 머물러 있는 상황입니다. 표준 32초를 7초 초과하여 2시간 후 유사한 침입 시도가 있을 것으로 예상됩니다. 내일 동시간대 모니터링을 강화해주세요.","폐쇄시간 무단 출입 감지"
"01:33 공장 사무실 미확인 인물 4명 45초간 출입, 평상시 37초","01:33 공장에서 미확인 인물 4명이 45초간 체류했습니다. 평상시 37초를 8초 초과하여 위험 상태로 판단됩니다. 즉시 현장 점검을 실시해주세요.","폐쇄시간 무단 출입 감지"
"신원미상자 5명이 새벽 12시 02분 학교에서 53초간 출입하고 있습니다, 정상 기준 42초","신원미상자 5명이 새벽 12시 02분 학교에서 53초간 무단 출입을 시도했습니다. 정상 기준 42초를 11초나 넘어서 경고 상태로 분류됩니다. 보안 위험이 확인된 상황입니다. 담당팀의 현장 출동이 필요합니다.","폐쇄시간 무단 출입 감지"
"오전 7시 21분 마트 매장에서 외부인 3명이 29초간 침입하고 있습니다, 표준 21초","오전 7시 21분 마트에서 외부인 3명이 29초간 체류했습니다. 표준 21초를 8초 초과하여 경계 상태로 확인되었습니다. 경비원이 현장 확인을 실시해주시기 바랍니다.","폐쇄시간 무단 출입 감지"
"오전 2시 45분 치과 외부인 4명 33초간 침입, 허용 기준 19초","오전 2시 45분 치과에서 외부인 4명의 33초간 침입 시도가 감지되었습니다. 허용 기준 19초를 14초나 넘어서 위험 상태로 판단됩니다. 현장 보안 강화가 필요합니다.","폐쇄시간 무단 출입 감지"
"미확인 인물 3명 오전 1시 58분 마트 주차장 19초간 침입, 정상 기준 15초","미확인 인물 3명이 오전 1시 58분 마트에서 19초간 머물렀습니다. 해당 구역을 점검해주세요.","폐쇄시간 무단 출입 감지"
"창고 적재실 23:06 외부인 4명 63초간 출입, 표준 56초","창고에서 외부인 4명이 23:06 63초간 활동하는 것이 확인되었습니다. 표준 56초를 7초 초과하여 이 시간대에 지속적인 문제가 예상됩니다. 5시간 후 같은 장소에서 비슷한 문제가 생길 수 있습니다. 새벽시간대 특별 경계를 실시해주시기 바랍니다.","폐쇄시간 무단 출입 감지"
"오전 1시 50분 창고 신원미상자 3명 40초간 출입, 기준값 37초","오전 1시 50분 창고에서 신원미상자 3명이 40초간 체류했습니다. 오늘 늦은 시간 보안 시스템을 점검해주세요.","폐쇄시간 무단 출입 감지"
"침입자 4명 07:55 병원 접수처 47초간 출입, 표준 44초","침입자 4명이 07:55 병원에서 47초간 머물렀습니다. 표준 44초보다 3초 더 머물러 약간의 주의가 필요한 상태로 판단됩니다. 상황을 지속적으로 모니터링해주세요.","폐쇄시간 무단 출입 감지"
"00:21 연구소 출입구에서 외부인 4명이 51초간 출입하고 있습니다, 표준 37초","00:21 연구소에서 외부인 4명이 51초간 머물러 있는 것이 감지되었습니다. 표준 37초를 14초나 넘어서 경고 상태로 분류됩니다. 보안 위험이 확인된 상황입니다. 경비원이 현장 확인을 실시해주시기 바랍니다.","폐쇄시간 무단 출입 감지"
"오후 10시 38분 마트 의심 인물 4명 33초간 출입, 일반 기준 25초","오후 10시 38분 마트에서 의심 인물 4명이 33초간 침입을 시도 중입니다. 현재 시간대부터 감시를 늘려주세요.","폐쇄시간 무단 출입 감지"
"외부인 3명이 오전 5시 45분 병원에서 45초간 침입하고 있습니다, 일반 기준 50초","외부인 3명이 오전 5시 45분 병원에서 45초간 머물고 있습니다. 일반 기준 50초 내에서 안전 기준을 준수하는 상황으로 확인됩니다. 현재 보안 상태는 양호한 상태입니다.","폐쇄시간 무단 출입 감지"
"마트 03:28 미확인 인물 5명 27초간 출입, 허용 기준 31초","마트에서 미확인 인물 5명이 03:28 27초간 침입을 시도하고 있습니다. 허용 기준 31초 내에서 정상 범위의 일반적인 움직임으로 확인됩니다. 일반적인 보안 절차 유지가 필요합니다.","폐쇄시간 무단 출입 감지"
"무단침입자 5명이 07:28 상점에서 51초간 체류하고 있습니다, 허용 기준 43초","무단침입자 5명이 07:28 상점에서 51초간 접근해 온 것으로 나타났습니다. 허용 기준 43초를 8초 초과하여 내일 같은 장소에서 비슷한 문제가 생길 수 있습니다. 몇 시간 후를 위한 경비원 추가 배치가 필요합니다.","폐쇄시간 무단 출입 감지"
"07:59 공장 외부인 3명 13초간 침입, 일반 기준 11초","07:59 공장에서 외부인 3명이 13초간 접근했습니다. 일반 기준 11초보다 2초 더 머물러 경미한 기준 초과로 확인되었습니다. 현재 상황을 주의 깊게 관찰해주세요.","폐쇄시간 무단 출입 감지"
"21:07 창고 침입자 4명 35초간 침입, 표준 21초","21:07 창고에서 침입자 4명이 35초간 접근했습니다. 표준 21초를 14초나 넘어서 경계 상태로 확인되었습니다. 즉시 현장 점검을 실시해주세요.","폐쇄시간 무단 출입 감지"
"의심 인물 3명 오전 3시 51분 호텔 40초간 침입, 평상시 37초","의심 인물 3명이 오전 3시 51분 호텔에서 40초간 진입을 시도하고 있습니다. 평상시 37초보다 3초 더 머물러 기준을 약간 넘은 것으로 나타났습니다. 현재 상황을 주의 깊게 관찰해주세요.","폐쇄시간 무단 출입 감지"
"마트 복도 새벽 12시 09분 신원미상자 1명 31초간 출입, 표준 25초","마트에서 신원미상자 1명이 새벽 12시 09분 31초간 머물렀습니다. 표준 25초를 6초 초과하여 주의가 필요한 상태로 확인되었습니다. 보안 담당자가 현장을 확인해주시기 바랍니다.","폐쇄시간 무단 출입 감지"
"무단침입자 1명 오전 3시 55분 아파트 30초간 체류, 일반 기준 24초","무단침입자 1명이 오전 3시 55분 아파트에서 30초간 출입했습니다. 일반 기준 24초를 6초 초과하여 주의가 필요한 상태로 확인되었습니다. 보안 담당자가 현장을 확인해주시기 바랍니다.","폐쇄시간 무단 출입 감지"
"행인 5명 22:55 학교 30초간 출입, 정상 기준 25초","행인 5명이 22:55 학교에서 30초간 머물렀습니다. 정상 기준 25초를 5초 초과하여 이 시간대에 지속적인 문제가 예상됩니다. 반복적인 침입 시도가 우려됩니다. 내일 저녁 감시를 늘려주시기 바랍니다.","폐쇄시간 무단 출입 감지"
"신원미상자 5명 오후 11시 13분 호텔 67초간 침입, 표준 57초","신원미상자 5명이 오후 11시 13분 호텔에서 67초간 머물렀습니다. 표준 57초를 10초 초과하여 경고 상태로 분류됩니다. 강화된 보안 조치가 필요한 상황입니다. 담당팀의 현장 출동이 필요합니다.","폐쇄시간 무단 출입 감지"
"05:29 호텔 복도 행인 3명 61초간 체류, 일반 기준 53초","05:29 호텔에서 행인 3명이 61초간 침입을 시도 중입니다. 일반 기준 53초를 8초 초과하여 경계 상태로 확인되었습니다. 출입 통제를 강화해주세요.","폐쇄시간 무단 출입 감지"
"공장 오후 11시 36분 외부인 3명 73초간 체류, 표준 58초","공장에서 외부인 3명이 오후 11시 36분 73초간 출입을 시도하고 있습니다. 현장 보안 강화가 필요합니다.","폐쇄시간 무단 출입 감지"
"학교 정문 오후 6시 28분 무단침입자 4명 38초간 출입, 일반 기준 31초","학교에서 무단침입자 4명이 오후 6시 28분 38초간 머물렀습니다. 일반 기준 31초를 7초 초과하여 내일 동시간대에 추가 침입 위험이 있습니다. 오늘 늦은 시간 보안 시스템을 점검해주세요.","폐쇄시간 무단 출입 감지"
"치과에서 행인 1명이 오후 10시 53분 46초간 출입하고 있습니다, 허용 기준 35초","치과에서 행인 1명이 오후 10시 53분 46초간 출입을 시도하고 있습니다. 허용 기준 35초를 11초나 넘어서 경계 상태로 확인되었습니다. 출입 통제를 강화해주세요.","폐쇄시간 무단 출입 감지"
"오피스텔 입구에서 미확인 인물 1명이 23:39 61초간 침입하고 있습니다, 일반 기준 60초","오피스텔에서 미확인 인물 1명이 23:39 61초간 출입을 시도하고 있습니다. 일반 기준 60초보다 1초 더 머물러 약간의 주의가 필요한 상태로 판단됩니다. 기준을 약간 넘어선 상황입니다. 현재 상황을 주의 깊게 관찰해주세요.","폐쇄시간 무단 출입 감지"
"유치원에서 의심 인물 5명이 오전 1시 52분 20초간 체류하고 있습니다, 평상시 19초","유치원에서 의심 인물 5명이 오전 1시 52분 20초간 접근했습니다. 평상시 19초보다 1초 더 머물러 작은 차이가 확인되었습니다. 일반적인 보안 절차를 유지해주시기 바랍니다.","폐쇄시간 무단 출입 감지"
"병원 엘리베이터 오전 4시 20분 신원미상자 4명 30초간 출입, 허용 기준 24초","병원에서 신원미상자 4명이 오전 4시 20분 30초간 출입을 시도하고 있습니다. 상황 점검을 위해 현장에 가주세요.","폐쇄시간 무단 출입 감지"
"병원 새벽 12시 26분 외부인 2명 20초간 출입, 정상 기준 16초","병원에서 외부인 2명이 새벽 12시 26분 20초간 출입을 시도하고 있습니다. 해당 구역을 점검해주세요.","폐쇄시간 무단 출입 감지"
"07:21 연구소 로비에서 행인 4명이 38초간 체류하고 있습니다, 일반 기준 31초","07:21 연구소에서 행인 4명의 38초간 침입 시도가 감지되었습니다. 일반 기준 31초를 7초 초과하여 이 시간대에 지속적인 문제가 예상됩니다. 4시간 후 비슷한 보안 이슈가 발생할 가능성이 높습니다. 몇 시간 후를 위한 경비원 추가 배치가 필요합니다.","폐쇄시간 무단 출입 감지"
"공장 오후 7시 20분 의심 인물 1명 28초간 체류, 일반 기준 14초","공장에서 의심 인물 1명이 오후 7시 20분 28초간 체류 중인 것으로 파악되었습니다. 일반 기준 14초를 14초나 넘어서 경계 상태로 확인되었습니다. 즉시 현장 점검을 실시해주세요.","폐쇄시간 무단 출입 감지"
"오전 4시 22분 상점 창고 의심 인물 1명 28초간 체류, 허용 기준 15초","오전 4시 22분 창고에서 의심 인물 1명이 28초간 체류했습니다. 허용 기준 15초를 13초나 넘어서 경계 상태로 확인되었습니다. 위험 요소가 감지된 상황입니다. 경비원이 현장 확인을 실시해주시기 바랍니다.","폐쇄시간 무단 출입 감지"
"마트 오전 1시 00분 외부인 1명 21초간 체류, 일반 기준 9초","마트에서 외부인 1명이 오전 1시 00분 21초간 활동하는 것이 확인되었습니다. 일반 기준 9초를 12초나 넘어서 위험 상태로 판단됩니다. 출입 통제를 강화해주세요.","폐쇄시간 무단 출입 감지"
"오피스텔 오후 10시 34분 신원미상자 2명 51초간 체류, 기준값 39초","오피스텔에서 신원미상자 2명이 오후 10시 34분 51초간 대기하는 것이 발견되었습니다. 기준값 39초를 12초나 넘어서 위험 상태로 판단됩니다. 보안 위험이 확인된 상황입니다. 즉시 현장 점검을 실시해주세요.","폐쇄시간 무단 출입 감지"
"00:25 상점 창고 신원미상자 4명 54초간 체류, 정상 기준 51초","00:25 창고에서 신원미상자 4명의 54초간 침입 시도가 감지되었습니다. 정상 기준 51초보다 3초 더 머물러 작은 차이가 확인되었습니다. 일반적인 보안 절차를 유지해주시기 바랍니다.","폐쇄시간 무단 출입 감지"
"무단침입자 2명 05:24 호텔 51초간 침입, 일반 기준 40초","무단침입자 2명이 05:24 호텔에서 51초간 활동하는 것이 포착되었습니다. 일반 기준 40초를 11초나 넘어서 위험이 감지되었습니다. 즉시 현장 점검을 실시해주세요.","폐쇄시간 무단 출입 감지"
