Input,Output,Domain
"11:48 컨테이너 주변 전라남도 순천시에서 체감온도가 30도로 기준과 일치합니다","11:48 컨테이너 주변 순천시의 체감온도가 30도로 나타났습니다. 기준과 일치하는 경계 상황으로 컨테이너 작업 시 주의가 필요합니다. 오늘 오후 2시경 추가 상승 가능성에 대비한 모니터링을 강화해 주시기 바랍니다.","온도 기반 쾌적도 및 폭염 예보 안내"
"공사장 입구 세종특별자치시 새벽 8시 07분 기온 27도, 기준 30도","공사장 입구 세종시에서 새벽 8시 07분 기온이 27도로 감지되었습니다. 기준 30도 이하로 현재는 공사장 작업에 적합한 환경입니다. 내일 새벽 6시경에도 유사한 조건이 예상되므로 이른 시간대 작업 계획을 수립해 주세요.","온도 기반 쾌적도 및 폭염 예보 안내"
"기온 31도 창고 앞 강원도 춘천시에서 13:24 기준 30도를 1도 초과한 상황입니다","기온 31도로 창고 앞 춘천시에서 13:24 확인되었습니다. 기준 30도를 1도 초과한 상황으로 창고 작업자들의 안전에 주의가 필요합니다. 창고 내 통풍 시설을 점검하고 작업 강도를 조절해 주십시오.","온도 기반 쾌적도 및 폭염 예보 안내"
"16:59 건물 외부 경상남도 창원시에서 불쾌지수가 77로 허용치 75를 상회했습니다","16:59 건물 외부 창원시의 불쾌지수가 77로 기록되었습니다. 허용치 75를 2 상회하여 건물 외부 관리 업무 시 작업자 컨디션 저하가 우려됩니다. 휴게 시간을 확보하고 냉음료 제공을 검토하십시오.","온도 기반 쾌적도 및 폭염 예보 안내"
"불쾌지수 82 테라스 경기도 안산시 오후 2시 13분, 허용치 75","불쾌지수 82로 테라스 안산시에서 오후 2시 13분 감지된 수치입니다. 허용치 75를 7 초과하여 테라스 이용객들의 열사병 위험이 크게 증가했습니다. 테라스 운영을 일시 중단하고 실내 대체 공간을 안내해 주십시오.","온도 기반 쾌적도 및 폭염 예보 안내"
"오후 5시 42분 마당 충청남도 아산시에서 기온이 28도로 기준 30도 이하입니다","오후 5시 42분 마당 아산시의 기온은 28도로 나타났습니다. 기준 30도 이하로 현재 마당 활동에는 제한이 없습니다. 내일 오후 4시경에는 상승이 예상되므로 야외 행사 계획 시 고려해 주세요.","온도 기반 쾌적도 및 폭염 예보 안내"
"08:56 운동장 전라남도 목포시 체감온도 26도, 기준 30도","08:56 운동장 목포시의 체감온도는 26도로 확인되었습니다. 기준 30도 이하의 쾌적한 상태입니다. 운동장 활동에 최적의 환경이며, 오전 중 체육 활동 진행을 권장합니다.","온도 기반 쾌적도 및 폭염 예보 안내"
"야외 작업장 부산광역시 사하구에서 새벽 9시 31분 불쾌지수가 80으로 허용치 75를 넘었습니다","야외 작업장 부산 사하구에서 새벽 9시 31분 불쾌지수가 80으로 나타났습니다. 허용치 75를 5 넘어 이른 시간임에도 위험 수준입니다. 작업 시간을 오전 8시 이전으로 조정하고 냉방 장비를 추가 설치하십시오.","온도 기반 쾌적도 및 폭염 예보 안내"
"기준 30도, 낮 12시 18분 컨테이너 주변 대구광역시 달서구 체감온도 35도","컨테이너 주변 대구 달서구에서 낮 12시 18분 체감온도가 35도로 기록되었습니다. 기준 30도를 5도 초과한 매우 위험한 상황입니다. 컨테이너 작업을 즉시 중단하고 작업자들을 냉방 시설로 대피시켜 주십시오.","온도 기반 쾌적도 및 폭염 예보 안내"
"21:04 옥상 서울특별시 강남구에서 기온이 31도로 야간 시간임에도 기준 30도를 초과했습니다","21:04 옥상 강남구에서 기온이 31도로 감지되었습니다. 야간 시간임에도 기준 30도를 1도 초과하여 옥상 야간 작업 시 주의가 필요합니다. 작업 시간을 단축하고 충분한 수분 섭취를 당부드립니다.","온도 기반 쾌적도 및 폭염 예보 안내"
"허용치 80, 자재 적치장 전라북도 익산시 불쾌지수 85 오후 3시 58분","자재 적치장 익산시에서 오후 3시 58분 불쾌지수가 85까지 치솟았습니다. 허용치 80을 5 넘어선 극도로 위험한 수준입니다. 적치장 모든 작업을 긴급 중단하고 응급 의료진 대기 상태를 점검해 주십시오.","온도 기반 쾌적도 및 폭염 예보 안내"
"창고 앞 울산광역시 중구 오전 7시 21분에 체감온도가 25도로 기준 30도보다 낮은 쾌적한 상태입니다","창고 앞 울산 중구에서 오전 7시 21분 체감온도가 25도로 확인되었습니다. 기준 30도보다 5도 낮은 매우 쾌적한 상태입니다. 창고 작업에 최적의 환경으로 이른 시간대 작업 활용을 권장합니다.","온도 기반 쾌적도 및 폭염 예보 안내"
"15:37 공사장 입구 경상북도 포항시 불쾌지수 79, 허용치 75","15:37 공사장 입구 포항시의 불쾌지수가 79로 집계되었습니다. 허용치 75를 4 상회하여 공사장 근로자들의 작업 효율성이 저하될 우려가 있습니다. 작업 순환 체계를 도입하고 휴게 공간을 확충해 주세요.","온도 기반 쾌적도 및 폭염 예보 안내"
"기온 33도 놀이터 강원도 강릉시에서 오후 1시 22분 기준 30도보다 3도 높습니다","기온 33도로 놀이터 강릉시에서 오후 1시 22분 나타났습니다. 기준 30도보다 3도 높아 아동들의 놀이터 이용 시 열사병 위험이 있습니다. 놀이 시간을 제한하고 그늘막 추가 설치를 검토하십시오. 내일 오후 1시경도 유사한 기온이 예상됩니다.","온도 기반 쾌적도 및 폭염 예보 안내"
"건물 외부 제주특별자치도 서귀포시 새벽 6시 09분 체감온도 27도, 기준 미설정","건물 외부 서귀포시에서 새벽 6시 09분 체감온도가 27도로 집계되었습니다. 기준은 미설정 상태이지만 쾌적한 수준으로, 건물 외부 관리 작업에 적합한 환경입니다.","온도 기반 쾌적도 및 폭염 예보 안내"
"체감온도 32도 야외 주차장 충청북도 충주시 11:16, 기준 30도","체감온도 32도로 야외 주차장 충주시에서 11:16 확인된 수치입니다. 기준 30도를 2도 초과하여 주차장 관리 직원들의 안전에 주의가 필요합니다. 주차장 순찰 시간을 단축하고 그늘진 휴게소를 마련해 주십시오.","온도 기반 쾌적도 및 폭염 예보 안내"
"19:43 테라스 경상남도 진주시에서 불쾌지수가 76으로 허용치 75를 1 초과했습니다","19:43 테라스 진주시의 불쾌지수가 76으로 감지되었습니다. 허용치 75를 1 초과하여 저녁 시간임에도 불쾌지수가 높습니다. 테라스 이용객들의 컨디션 관리가 필요하므로 냉방 시설 가동과 시원한 음료 제공을 검토하세요.","온도 기반 쾌적도 및 폭염 예보 안내"
"마당 울산광역시 울주군 오전 10시 54분 기온 32도, 기준 30도","마당 울산 울주군에서 오전 10시 54분 기온이 32도로 상승했습니다. 기준 30도를 2도 초과하여 마당 활동 시 주의가 필요합니다. 마당 이용 시간을 단축하고 그늘막 설치를 검토하십시오. 내일 오전 10시경에도 유사한 온도가 예상됩니다.","온도 기반 쾌적도 및 폭염 예보 안내"
"기준 30도, 저녁 7시 05분 건물 외부 경기도 의정부시에서 체감온도가 33도로 야간임에도 위험합니다","건물 외부 의정부시에서 저녁 7시 05분 체감온도가 33도로 집계되었습니다. 기준 30도를 3도 초과한 상황으로 야간 시간임에도 위험 수준입니다. 건물 외부 관리 업무를 최소화하고 냉방 조치를 강화해 주십시오.","온도 기반 쾌적도 및 폭염 예보 안내"
"운동장 충청북도 제천시 14:29 불쾌지수 84, 허용치 80","운동장 제천시에서 14:29 불쾌지수가 84까지 치솟았습니다. 허용치 80을 4 넘어선 매우 위험한 수준입니다. 운동장의 모든 체육 활동을 즉시 중단하고 응급 의료진 연락망을 점검해 주십시오.","온도 기반 쾌적도 및 폭염 예보 안내"
"새벽 6시 38분 자재 적치장 제주특별자치도 제주시에서 기온이 25도로 기준보다 낮습니다","새벽 6시 38분 자재 적치장 제주시의 기온은 25도로 감지되었습니다. 기준 30도보다 5도 낮은 매우 쾌적한 환경입니다. 적치장 작업에 최적의 조건이며, 이른 시간대 작업 계획을 적극 활용하시기 바랍니다.","온도 기반 쾌적도 및 폭염 예보 안내"
"놀이터 대구광역시 중구에서 오후 3시 11분 체감온도가 34도로 기준 30도를 4도 초과했습니다","놀이터 대구 중구에서 오후 3시 11분 체감온도가 34도로 기록되었습니다. 기준 30도를 4도 초과하여 아동들의 놀이터 이용 시 열사병 위험이 큽니다. 놀이터 운영을 일시 중단하고 실내 놀이 공간을 안내해 주십시오.","온도 기반 쾌적도 및 폭염 예보 안내"
"기온 30도 창고 앞 전라북도 군산시 11:02, 기준 30도","기온 30도로 창고 앞 군산시에서 11:02 나타났습니다. 기준과 일치하는 경계 상황으로 창고 작업 시 주의가 필요합니다. 오후 시간대 추가 상승에 대비한 예방 조치를 준비해 주시기 바랍니다.","온도 기반 쾌적도 및 폭염 예보 안내"
"22:17 야외 작업장 전라남도 여수시에서 체감온도가 29도로 기준 30도 이하입니다","22:17 야외 작업장 여수시의 체감온도는 29도로 나타났습니다. 기준 30도 이하로 야간 작업에 무리가 없는 상태입니다. 야간 작업 진행 시 안전 장비 착용은 필수로 유지해 주세요.","온도 기반 쾌적도 및 폭염 예보 안내"
"허용치 75, 옥상 경상남도 통영시 오후 4시 44분 불쾌지수 81","옥상 통영시에서 오후 4시 44분 불쾌지수가 81로 집계되었습니다. 허용치 75를 6 초과하여 옥상 작업자들의 열 스트레스가 우려됩니다. 옥상 작업을 중단하고 실내 대기 공간으로 이동시키십시오.","온도 기반 쾌적도 및 폭염 예보 안내"
"컨테이너 주변 충청남도 공주시에서 12:53 기온이 34도로 기준 30도를 4도 넘었습니다","컨테이너 주변 공주시에서 12:53 기온이 34도로 확인되었습니다. 기준 30도를 4도 초과하여 컨테이너 작업 환경이 매우 위험합니다. 작업을 즉시 중단하고 냉방 시설이 완비된 휴게소로 대피하십시오.","온도 기반 쾌적도 및 폭염 예보 안내"
"새벽 5시 26분 테라스 부산광역시 금정구 체감온도 24도, 기준 미설정","새벽 5시 26분 테라스 부산 금정구의 체감온도는 24도로 감지되었습니다. 기준은 미설정이지만 매우 쾌적한 환경입니다. 테라스 이용에 최적의 조건으로 이른 시간대 활용을 권장합니다.","온도 기반 쾌적도 및 폭염 예보 안내"
"기준 30도, 18:35 마당 강원도 속초시에서 기온이 32도로 저녁임에도 위험 수준입니다","마당 속초시에서 18:35 기온이 32도로 기록되었습니다. 기준 30도를 2도 초과한 상황으로 저녁 시간임에도 위험 수준입니다. 마당 이용을 제한하고 실내 활동 공간을 안내해 주십시오.","온도 기반 쾌적도 및 폭염 예보 안내"
"불쾌지수 77 운동장 세종특별자치시 오전 9시 41분, 허용치 75","불쾌지수 77로 운동장 세종시에서 오전 9시 41분 감지된 수치입니다. 허용치 75를 2 초과하여 이른 시간임에도 주의가 필요합니다. 운동장 체육 활동 시간을 단축하고 수분 보충을 강화하십시오.","온도 기반 쾌적도 및 폭염 예보 안내"
"07:14 공사장 입구 인천광역시 연수구에서 체감온도가 26도로 기준 30도 이하의 안전한 상태입니다","07:14 공사장 입구 인천 연수구의 체감온도는 26도로 확인되었습니다. 기준 30도 이하의 안전한 상태로 공사장 작업에 적합한 환경입니다. 오전 중 작업 집중 진행을 권장합니다.","온도 기반 쾌적도 및 폭염 예보 안내"
"체감온도 35도 건물 외부 대전광역시 유성구 오후 2시 08분, 기준 30도","체감온도 35도로 건물 외부 대전 유성구에서 오후 2시 08분 확인된 위험 수치입니다. 기준 30도를 5도 초과하여 건물 외부 관리 업무가 매우 위험합니다. 모든 실외 업무를 즉시 중단하고 응급 냉각 조치를 시행하십시오.","온도 기반 쾌적도 및 폭염 예보 안내"
"자재 적치장 경기도 고양시에서 16:21 불쾌지수가 80으로 허용치 75를 5 넘었습니다","자재 적치장 고양시에서 16:21 불쾌지수가 80으로 집계되었습니다. 허용치 75를 5 넘어 적치장 작업자들의 안전이 심각하게 위협받고 있습니다. 작업을 긴급 중단하고 의료진 대기 체계를 점검해 주십시오.","온도 기반 쾌적도 및 폭염 예보 안내"
"기준 없음, 창고 앞 광주광역시 북구 낮 12시 35분 기온 28도","창고 앞 광주 북구에서 낮 12시 35분 기온이 28도로 나타났습니다. 기준이 없어 즉각적인 조치는 불요하지만 쾌적한 작업 환경입니다. 창고 작업 진행에 무리가 없는 상태로 판단됩니다.","온도 기반 쾌적도 및 폭염 예보 안내"
"20:52 놀이터 경상북도 안동시 체감온도 31도, 기준 30도","20:52 놀이터 안동시의 체감온도는 31도로 감지되었습니다. 기준 30도를 1도 초과하여 야간 시간임에도 주의가 필요합니다. 놀이터 야간 이용 시 아동 보호자 동반을 의무화해 주세요.","온도 기반 쾌적도 및 폭염 예보 안내"
"허용치 80, 야외 주차장 전라북도 정읍시에서 13:46 불쾌지수가 83으로 위험합니다","야외 주차장 정읍시에서 13:46 불쾌지수가 83으로 기록되었습니다. 허용치 80을 3 초과한 위험한 상황입니다. 주차장 관리 업무를 최소화하고 냉방 차량 내 대기를 권장합니다.","온도 기반 쾌적도 및 폭염 예보 안내"
"테라스 제주특별자치도 제주시 오전 8시 29분 불쾌지수 73, 허용치 75","테라스 제주시에서 오전 8시 29분 불쾌지수가 73으로 확인되었습니다. 허용치 75 이하로 현재는 테라스 이용에 무리가 없습니다. 오전 중 테라스 활용을 적극 권장합니다.","온도 기반 쾌적도 및 폭염 예보 안내"
"기온 33도 컨테이너 주변 울산광역시 동구에서 15:03 기준 30도보다 3도 높습니다","기온 33도로 컨테이너 주변 울산 동구에서 15:03 나타났습니다. 기준 30도보다 3도 높아 컨테이너 작업 시 열사병 위험이 있습니다. 작업 시간을 조정하고 충분한 휴식을 확보해 주십시오. 내일 오후 3시경도 유사한 기온이 예상됩니다.","온도 기반 쾌적도 및 폭염 예보 안내"
"옥상 서울특별시 서초구에서 새벽 6시 47분 체감온도가 27도로 기준 30도 이하입니다","옥상 서초구에서 새벽 6시 47분 체감온도가 27도로 집계되었습니다. 기준 30도 이하의 안전한 상태로 옥상 작업에 최적의 환경입니다. 이른 시간대 옥상 점검 작업을 진행하시기 바랍니다.","온도 기반 쾌적도 및 폭염 예보 안내"
"10:39 건물 외부 충청북도 음성군 기온 31도, 기준 30도","10:39 건물 외부 음성군의 기온이 31도로 상승했습니다. 기준 30도를 1도 초과하여 건물 외부 관리 작업 시 주의가 필요합니다. 작업 강도를 조절하고 그늘진 공간에서 휴식을 취해 주세요.","온도 기반 쾌적도 및 폭염 예보 안내"
"기준 30도, 마당 경상남도 김해시 오후 5시 16분에서 체감온도가 34도로 위험합니다","마당 김해시에서 오후 5시 16분 체감온도가 34도로 기록되었습니다. 기준 30도를 4도 초과한 위험한 상황입니다. 마당 활동을 즉시 중단하고 실내 냉방 공간으로 이동하십시오.","온도 기반 쾌적도 및 폭염 예보 안내"
"운동장 강원도 태백시에서 14:12 불쾌지수가 78로 허용치 75를 3 초과했습니다","운동장 태백시에서 14:12 불쾌지수가 78로 집계되었습니다. 허용치 75를 3 초과하여 운동장 활동 시 학생들의 컨디션 저하가 우려됩니다. 체육 수업 시간을 단축하고 그늘진 휴게소를 확보해 주세요.","온도 기반 쾌적도 및 폭염 예보 안내"
"23:28 자재 적치장 경상북도 경주시 체감온도 30도, 기준 30도","23:28 자재 적치장 경주시의 체감온도가 30도로 나타났습니다. 기준과 일치하는 경계 상황으로 야간 작업 시에도 주의가 필요합니다. 야간 적치장 관리 업무 시 충분한 수분 섭취를 당부드립니다.","온도 기반 쾌적도 및 폭염 예보 안내"
"허용치 75, 창고 앞 충청남도 보령시 오전 11시 57분 불쾌지수 82","창고 앞 보령시에서 오전 11시 57분 불쾌지수가 82로 감지되었습니다. 허용치 75를 7 초과한 매우 위험한 수준입니다. 창고 작업을 즉시 중단하고 응급 냉각 시설을 가동해 주십시오.","온도 기반 쾌적도 및 폭염 예보 안내"
"공사장 입구 부산광역시 북구에서 17:24 기온이 33도로 기준 30도를 3도 넘었습니다","공사장 입구 부산 북구에서 17:24 기온이 33도로 확인되었습니다. 기준 30도를 3도 초과하여 공사장 근로자들의 안전이 우려됩니다. 실외 작업을 중단하고 냉방 시설이 있는 컨테이너로 대피시키십시오.","온도 기반 쾌적도 및 폭염 예보 안내"
"기온 27도 테라스 전라남도 광양시 새벽 5시 33분, 기준 미설정","기온 27도로 테라스 광양시에서 새벽 5시 33분 나타났습니다. 기준은 미설정이지만 쾌적한 환경으로 테라스 이용에 최적의 조건입니다. 이른 시간대 테라스 활용을 적극 권장합니다.","온도 기반 쾌적도 및 폭염 예보 안내"
"기준 30도, 09:15 야외 주차장 대구광역시 서구에서 체감온도가 32도로 위험합니다","야외 주차장 대구 서구에서 09:15 체감온도가 32도로 기록되었습니다. 기준 30도를 2도 초과한 상황으로 이른 시간임에도 위험 수준입니다. 주차장 관리 업무 시간을 단축하고 냉방 차량 내 대기를 권장합니다.","온도 기반 쾌적도 및 폭염 예보 안내"
"체감온도 29도 건물 외부 충청북도 진천군 오후 6시 01분, 기준 30도","체감온도 29도로 건물 외부 진천군에서 오후 6시 01분 확인된 수치입니다. 기준 30도 이하로 현재 건물 외부 관리 작업에 무리가 없습니다. 저녁 시간대 작업 진행을 권장합니다.","온도 기반 쾌적도 및 폭염 예보 안내"
"컨테이너 주변 서울특별시 마포구에서 12:04 불쾌지수가 79로 허용치 75를 4 넘었습니다","컨테이너 주변 마포구에서 12:04 불쾌지수가 79로 집계되었습니다. 허용치 75를 4 넘어 컨테이너 작업자들의 열 스트레스가 우려됩니다. 작업 순환 체계를 도입하고 휴게 시간을 확대해 주세요.","온도 기반 쾌적도 및 폭염 예보 안내"
"기준 없음, 마당 경기도 화성시 오전 8시 18분 기온 26도","마당 화성시에서 오전 8시 18분 기온이 26도로 나타났습니다. 기준이 없지만 매우 쾌적한 환경으로 마당 활동에 최적의 조건입니다. 오전 중 야외 활동을 적극 활용하시기 바랍니다.","온도 기반 쾌적도 및 폭염 예보 안내"
"19:07 옥상 전라북도 김제시 체감온도 33도, 기준 30도","19:07 옥상 김제시의 체감온도는 33도로 감지되었습니다. 기준 30도를 3도 초과하여 저녁 시간임에도 위험한 수준입니다. 옥상 작업을 즉시 중단하고 실내 대기 공간으로 이동하십시오.","온도 기반 쾌적도 및 폭염 예보 안내"
"불쾌지수 81 놀이터 울산광역시 남구 오후 3시 49분, 허용치 80","불쾌지수 81로 놀이터 울산 남구에서 오후 3시 49분 감지된 수치입니다. 허용치 80을 1 초과하여 아동들의 놀이터 이용 시 주의가 필요합니다. 놀이 시간을 제한하고 수분 보충을 강화해 주십시오.","온도 기반 쾌적도 및 폭염 예보 안내"
"야외 작업장 강원도 동해시에서 06:52 체감온도가 25도로 기준 30도 이하의 쾌적한 상태입니다","야외 작업장 동해시에서 06:52 체감온도가 25도로 확인되었습니다. 기준 30도 이하의 매우 쾌적한 상태로 야외 작업에 최적의 환경입니다. 이른 시간대 집중 작업을 권장합니다.","온도 기반 쾌적도 및 폭염 예보 안내"
"허용치 75, 자재 적치장 광주광역시 광산구 13:31 불쾌지수 84","자재 적치장 광주 광산구에서 13:31 불쾌지수가 84로 기록되었습니다. 허용치 75를 9 초과한 극도로 위험한 상황입니다. 적치장 모든 작업을 긴급 중단하고 응급 의료진을 즉시 배치해 주십시오.","온도 기반 쾌적도 및 폭염 예보 안내"
"기온 32도 창고 앞 경상남도 거제시에서 16:38 기준 30도를 2도 초과한 상황입니다","기온 32도로 창고 앞 거제시에서 16:38 확인되었습니다. 기준 30도를 2도 초과한 상황으로 창고 작업자들의 안전에 주의가 필요합니다. 창고 내 환기 시설을 강화하고 작업 시간을 조정해 주십시오.","온도 기반 쾌적도 및 폭염 예보 안내"
"테라스 인천광역시 서구 오전 10시 26분에 불쾌지수가 76으로 허용치 75를 1 넘었습니다","테라스 인천 서구에서 오전 10시 26분 불쾌지수가 76으로 집계되었습니다. 허용치 75를 1 넘어 이른 시간임에도 주의가 필요합니다. 테라스 이용 시간을 단축하고 냉방 시설 가동을 검토하세요.","온도 기반 쾌적도 및 폭염 예보 안내"
"새벽 7시 43분 공사장 입구 전라남도 나주시 기온 28도, 기준 30도","새벽 7시 43분 공사장 입구 나주시의 기온은 28도로 나타났습니다. 기준 30도 이하로 공사장 작업에 적합한 환경입니다. 이른 시간대 공사 작업 진행을 적극 권장합니다.","온도 기반 쾌적도 및 폭염 예보 안내"
"기준 30도, 건물 외부 세종특별자치시 오후 4시 55분에서 체감온도가 36도로 매우 위험합니다","건물 외부 세종시에서 오후 4시 55분 체감온도가 36도로 기록되었습니다. 기준 30도를 6도 초과한 극도로 위험한 상황입니다. 건물 외부 모든 관리 업무를 즉시 중단하고 응급 냉각 조치를 시행하십시오.","온도 기반 쾌적도 및 폭염 예보 안내"
"운동장 대전광역시 중구에서 11:44 체감온도가 31도로 기준 30도를 1도 초과했습니다","운동장 대전 중구에서 11:44 체감온도가 31도로 확인되었습니다. 기준 30도를 1도 초과하여 운동장 체육 활동 시 주의가 필요합니다. 활동 시간을 단축하고 충분한 수분 섭취를 당부드립니다.","온도 기반 쾌적도 및 폭염 예보 안내"
"마당 제주특별자치도 서귀포시에서 15:06 불쾌지수가 77로 허용치 75를 2 초과했습니다","마당 서귀포시에서 15:06 불쾌지수가 77로 집계되었습니다. 허용치 75를 2 초과하여 마당 이용객들의 컨디션 관리가 필요합니다. 마당 활동 시간을 제한하고 그늘막 추가 설치를 검토해 주세요.","온도 기반 쾌적도 및 폭염 예보 안내"
"허용치 80, 야외 작업장 경기도 파주시 오후 1시 59분 불쾌지수 86","야외 작업장 파주시에서 오후 1시 59분 불쾌지수가 86으로 치솟았습니다. 허용치 80을 6 넘어선 극도로 위험한 수준입니다. 야외 작업을 전면 중단하고 응급 의료진 배치를 즉시 요청하십시오.","온도 기반 쾌적도 및 폭염 예보 안내"
"04:31 옥상 충청남도 서산시에서 기온이 24도로 기준 30도보다 낮은 쾌적한 상태입니다","04:31 옥상 서산시의 기온은 24도로 나타났습니다. 기준 30도보다 6도 낮은 매우 쾌적한 상태로 옥상 작업에 최적의 환경입니다. 새벽 시간대 작업 활용을 적극 권장합니다.","온도 기반 쾌적도 및 폭염 예보 안내"
"기온 34도 컨테이너 주변 전라남도 해남군에서 오후 2시 27분 기준 30도보다 4도 높습니다","기온 34도로 컨테이너 주변 해남군에서 오후 2시 27분 나타났습니다. 기준 30도보다 4도 높아 컨테이너 작업 시 심각한 위험이 있습니다. 작업을 즉시 중단하고 냉방 시설로 대피하십시오. 내일 오후 2시경도 유사한 고온이 예상됩니다.","온도 기반 쾌적도 및 폭염 예보 안내"
